Question,Answers,Comment,Freq,Instructions,Render as
__汲__む，__汲__み取る，気持ちを__汲__む,く,"［汲］準一級
音: キュウ／コウ 訓: く・む
意味: 井戸の水などを(たくさんある液体の少しを)器で掬(すく)う、大きな容器に入っている液体を小さな器に掬い入れる。
汲取(キュウシュ)、(水や人や知識などを)掬い上げる、吸(す)い上げる。
汲汲(キュウキュウ)、力を(気を)抜くことなく励(はげ)むさま、ひたすら一つのことだけに力を(気を)",汲 → JPDB Kanji Freq: 2290,漢字の読みを入力してください,Text
__嗜__む，__嗜__み,たしな,"［嗜］一級
音: シ／ジ 訓: たしな・む／たしな・み
意味: 好(この)む、愛好する、同「耆」。
日好んで取り組む趣味や余技、またそれを楽しむ。",嗜 → JPDB Kanji Freq: 2292,漢字の読みを入力してください,Text
__螺__旋状,ら,"［螺］準一級
音: ラ 訓: つぶ／にし
意味: 田螺(タニシ)やカタツムリ蝸牛などの渦巻状の貝を背負う虫。
渦巻き状のもの、またそのような形、螺絲(ラシ)(螺子ねじ)」、螺紋(ラモン)(指紋螺子山ねじやま)」、螺旋(ラセン)(渦巻いて円柱状また円錐状になる形、平面的なものは「巴」)」。
、蠑螺(エイラ)、サザエ栄螺・拳螺、サザエ科の巻貝の総称。
、螺螄(ラシ)、田螺(タニシ)などの巻貝の総称。",螺 → JPDB Kanji Freq: 2294,漢字の読みを入力してください,Text
"__恰__も
①まるで。さながら。「―鬼のごとき形相」
②ちょうど。まさに。「時―良し」",あたか,"［恰］準一級
音: コウ／キョウ 訓: あたか・も
意味: あたか・も、丁度チョウド、正(まさ)しく、ぴったりと、恰恰(コウコウ)(丁度、まさしく)」、恰当(コウトウ)(丁度よいさま、ぴったりと合うさま)」、恰好(コウコウ)(かっこう、丁度よいさま)」。",恰 → JPDB Kanji Freq: 2296,漢字の読みを入力してください,Text
__恰__好，__恰__幅，不__恰__好,かっ,"［恰］準一級
音: コウ／キョウ 訓: あたか・も
意味: あたか・も、丁度チョウド、正(まさ)しく、ぴったりと、恰恰(コウコウ)(丁度、まさしく)」、恰当(コウトウ)(丁度よいさま、ぴったりと合うさま)」、恰好(コウコウ)(かっこう、丁度よいさま)」。",恰 → JPDB Kanji Freq: 2296,漢字の読みを入力してください,Text
玉__葱__，鴨__葱__，__葱__,ねぎ,"［葱］準一級
音: ソウ／ス 訓: ねぎ
意味: 葱(ネギ)、ヒガンバナ科ネギ属の野菜、またネギ属の植物の称{ネギ}。
緑がかった青色。",葱 → JPDB Kanji Freq: 2302,漢字の読みを入力してください,Text
追い__焚__き，__焚__く，__焚__き火，__焚__口,た,"［焚］準一級
音: フン／ブン 訓: た・く
意味: 焼く、燃やす。
山や田畑の雑草や雑木を焼く。",焚 → JPDB Kanji Freq: 2304,漢字の読みを入力してください,Text
__躱__す，身を__躱__す,かわ,"［躱］一級
音: タ 訓: かわ・す
意味: 体を反(そら)らして避(さ)ける、やり過ごす、避(よ)ける、同「𩒜」。
人目を避けて隠れる、同「𩒜」。",躱 → JPDB Kanji Freq: 2305,漢字の読みを入力してください,Text
329～342__頁__,ページ,"［頁］準一級
音: ケツ／ゲチ 訓: ページ
意味: 人の頭と首の部分。
書物の紙一枚の片面。
おおがい、いちのかい、部首名。",頁 → JPDB Kanji Freq: 2306,漢字の読みを入力してください,Text
__錆__びる，赤__錆__，__錆__声,さ,"［錆］準一級
音: ショウ／ソウ／セイ 訓: さび／さ・びる
意味: 鉱物や金属の表面に浮き出てきたもの、金属の表面にできる酸化膜。",錆 → JPDB Kanji Freq: 2307,漢字の読みを入力してください,Text
荒__磯__，__磯__馴松,そ,"［磯］準一級
音: キ／ケ 訓: いそ
意味: 石や岩に水が激しく打ち当たる。
石や岩の多い水辺(みずべ)。",磯 → JPDB Kanji Freq: 2308,漢字の読みを入力してください,Text
__脆__い，涙__脆__い,もろ,"［脆］準一級
音: セイ／サイ／ゼイ 訓: もろ・い
意味: 壊れやすい、崩れやすい、解(ほぐ)れやすい。
清脆(セイセイ)、澄んではっきりしている。",脆 → JPDB Kanji Freq: 2309,漢字の読みを入力してください,Text
凌__駕__，__駕__籠,が,"［駕］準一級
音: カ／ケ／ガ 訓: 
意味: 軛(くびき、項うなじに掛けるへ字状の馬具)を着けた牛馬{乗物(馬車)}。
(牛馬が牽ひく)乗り物、またそれに乗る、また乗って行く、同「𩢟」。
乗り物を御ギョする、意のままに操(あやつ)る。
上に乗る、上に広がる、凌駕(リョウガ)(上に出る、上回る)」、駕雲(ガウン)(雲に乗る、雲に乗って飛ぶ)」。",駕 → JPDB Kanji Freq: 2313,漢字の読みを入力してください,Text
刺__繍__，刺__繍__糸,しゅう,"［繍］準一級
音: シュウ／シュ 訓: 
意味: 布に色糸を使って絵や模様を描(えが)く、縫(ぬ)い取る、またその絵や模様、同「綉」。",繍 → JPDB Kanji Freq: 2315,漢字の読みを入力してください,Text
辰__巳__,み,"［巳］準一級
音: シ／ジ 訓: み
意味: み、十二支の六番目{十二支}、動物では蛇を当てる、時刻では午前十時を中心とした二時間。",巳 → JPDB Kanji Freq: 2316,漢字の読みを入力してください,Text
__卍__巴,まんじ,"［卍］
音:  訓: 
意味: ",卍 → JPDB Kanji Freq: 2317,漢字の読みを入力してください,Text
__渾__一，__渾__身,こん,"［渾］一級
音: コン／ゴン 訓: すべ・て
意味: 水がごぼごぼと湧(わ)き出る、またその音。
水がごぼごぼと混じり合う、入り混じって濁る、同「溷」。
入り混じって見分けがつかなくなる、はっきりしなくなる、同「混」「溷」。
全(すべ)て、すっかり。",渾 → JPDB Kanji Freq: 2318,漢字の読みを入力してください,Text
__嬌__笑，__嬌__声，愛__嬌__を振りまく,きょう,"［嬌］一級
音: キョウ 訓: 
意味: 愛らしい、愛くるしい、可愛らしい、嬌児(キョウジ)(可愛い子、可愛い我が子)」。
なよなよとして艶(なま)めかしい、、婀嬌(アキョウ)。",嬌 → JPDB Kanji Freq: 2319,漢字の読みを入力してください,Text
__朔__日，__朔__風,さく,"［朔］準一級
音: サク 訓: ついたち
意味: 太陽と月の位置が同じになること、またその日、各月の最初の日、一日(ついたち)。
物事の始まり。
(方角の)北。",朔 → JPDB Kanji Freq: 2320,漢字の読みを入力してください,Text
__儚__い，__儚__む,はかな,"［儚］一級
音: ボウ／モウ 訓: はかな・い
意味: (夢のように)ぼんやりしていてはっきりしないさま、同「懜」。
日はかな・い、(夢のように)掴みどころがない、頼りない、束の間の。",儚 → JPDB Kanji Freq: 2322,漢字の読みを入力してください,Text
高__嶺__の花，高__嶺__颪,ね,"［嶺］準一級
音: レイ／リョウ 訓: みね
意味: 山の峰(みね、高く突き出ているところ)、山の峰が続いているところ、同簡「岭」、同「阾」。",嶺 → JPDB Kanji Freq: 2324,漢字の読みを入力してください,Text
蹂躙,じゅうりん,"［躙］一級
音: リン 訓: にじ・る
意味: 踏み付ける、踏み潰(つぶ)す、踏んで擦(こす)り付ける。
蹂躙(ジュウリン)踏み付けて砕(くだ)く人や国を踏み付けにする、踏み付けて粉々にする。","躙 → JPDB Kanji Freq: 2280
蹂 → JPDB Kanji Freq: 2325",漢字の読みを入力してください,Text
三色__菫__，__菫__，『平成敗残兵☆〇〇〇ちゃん』,すみれ,"［菫］一級
音: キン／ゴン 訓: 
意味: 菫(スミレ)、スミレ科の草の総称{スミレ}。
粘土ネンド(ねばつち)、粘土を塗る、粘土を塗って隙間を塞ぐ、同「墐」。
ほんの少し、同「僅」。
トリカブト鳥兜、同、烏頭(ウズ)、キンポウゲ科トリカブト属の草、またトリカブト属の草の総称、強い毒性がある{トリカブト}。
菫菜(キンサイ)、菫菫菜(キンキンサイ)、ツボスミレ坪菫・菫菜、スミレ科スミレ属の草{ツボスミレ}。
、紫菫(シキン)、キケマン黄華鬘、ケシ科キケマン属の一種{キケマン}。",菫 → JPDB Kanji Freq: 2327,漢字の読みを入力してください,Text
行__李__，柳行__李__，桃__李__,り,"［李］準一級
音: リ 訓: すもも
意味: 李(スモモ)、バラ科サクラ属の果樹、またその果実、同「𣒶」{スモモ}。
裁判官、牢獄を管理する役人。",李 → JPDB Kanji Freq: 2329,漢字の読みを入力してください,Text
__牡__丹,ぼ,"［牡］準一級
音: ボウ／ム／モ／ボ 訓: おす
意味: 獣の父性、獣の母性は「牝(めす)」、鳥の父性は「雄(おす)」、鳥の母性は「雌(めす)」。
錠前の鍵穴に刺し込む鍵(かぎ)、穴状の部分に刺し入れるもの、刺し入れる穴を「牝」。
丘、地の突き出たところ、地の裂け目を「牝」。",牡 → JPDB Kanji Freq: 2330,漢字の読みを入力してください,Text
大__袈裟__，__袈裟__懸け，__袈裟__斬り,けさ,"［裟］準一級
音: サ／シャ 訓: 
意味: 袈裟(ケサ)(kāṣāya梵の音写)」、僧侶の衣服、一枚の布を左肩に掛け右脇の下から体全体を巻き包むように着る、同「毠㲚」。","裟 → JPDB Kanji Freq: 2331
袈 → JPDB Kanji Freq: 2338",漢字の読みを入力してください,Text
__聡__い・敏い，耳__聡__い，寝__聡__い,さと,"［聡］準一級
音: ソウ／ス 訓: さと・い
意味: よく耳が聞こえる、聞いたことをよく理解する(聞き分ける)ことができる、聞いたことの本質を(真偽を)見抜くことができる。
理解力が優れているさま、賢(かしこ)いさま。",聡 → JPDB Kanji Freq: 2332,漢字の読みを入力してください,Text
__梢__〈幹／枝〉の先。,こずえ,"［梢］準一級
音: ソウ／ショウ 訓: こずえ
意味: 細い枝、枝の先の細い部分。
物事の先端の細い部分、物事や時間などの末端、先端に向かって次第に細り尖(とが)る形。
船の舵かじ、舵棒。
手に持ち舞い踊るための竹竿(たけざお)状の舞具、同「箾」。",梢 → JPDB Kanji Freq: 2333,漢字の読みを入力してください,Text
__狸__,たぬき,"［狸］準一級
音: リ 訓: たぬき
意味: 狸(タヌキ)、イヌ科タヌキ属の哺乳類、また同属の哺乳類の総称、同「貍」「狢」。
狸猫(リビョウ)、豹猫(ホウビョウ)、ヤマネコ山猫やベンガルヤマネコ(ベンガル山猫)などのネコ科に属する哺乳類、また野生のネコ猫、同「貍」。",狸 → JPDB Kanji Freq: 2334,漢字の読みを入力してください,Text
__瘴__気，__瘴__癘,しょう,"［瘴］一級
音: ショウ 訓: 
意味: 熱帯の山林で高温多湿が原因で発症する病気。",瘴 → JPDB Kanji Freq: 2335,漢字の読みを入力してください,Text
太__腿__，__腿__肉,もも,"［腿］準一級
音: タイ 訓: もも
意味: 腰の下から足首までの部分、腰の下から膝(ひざ)までを、大腿(ダイタイ)、膝から足首までを、小腿(ショウタイ){人体(下肢)}。",腿 → JPDB Kanji Freq: 2337,漢字の読みを入力してください,Text
若__鮎__，稚__鮎__，__鮎__釣り,あゆ,"［鮎］準一級
音: ネン／デン 訓: あゆ
意味: 鯰(ナマズ)、ナマズ科の淡水魚、また同科の魚の総称。
日アユ鮎・香魚・年魚、キュウリウオ科アユ属の淡水魚、また同属の魚の総称。",鮎 → JPDB Kanji Freq: 2340,漢字の読みを入力してください,Text
__叡__智，__叡__聞,えい,"［叡］準一級
音: エイ 訓: 
意味: ものの奥深くまで見通すことができるさま、ものの本質を見極めることができるさま。
聡明なさま。
天子を敬(うやま)って用いる語。",叡 → JPDB Kanji Freq: 2341,漢字の読みを入力してください,Text
むず__痒__い，__痒__い，歯__痒__い,かゆ,"［痒］一級
音: ヨウ 訓: かゆ・い
意味: むずむずする、むずむずして掻(か)きたくなるような感じ、同「癢」。
あれこれ思い悩み気力が失せて罹(かか)る病(やまい)。
繁「癢」。",痒 → JPDB Kanji Freq: 2343,漢字の読みを入力してください,Text
__琢__磨，彫__琢__，切磋__琢__磨,たく,"［琢］準一級
音: タク 訓: 
意味: 目指す形にするために粗削りな玉ギョク(美しく高貴な石)を少しずつ叩きながら削りながらを繰り返して形を整える。
学問や技芸などで目指すところに向かってこつこつと磨きをかける。",琢 → JPDB Kanji Freq: 2354,漢字の読みを入力してください,Text
鼻__腔__，口__腔__，腹__腔__,"こう,くう","［腔］準一級
音: コウ／クウ 訓: 
意味: 体内の空洞になっている袋状・管状の部分、口腔(コウコウ)(口の中の空洞部分)」、満腔(マンコウ)(体全体・胸一杯に満ちるさま)」。
音楽の調子、言葉のアクセント、、腔調(コウチョウ)(話言葉のアクセント、歌や劇中語の言い回し)」。",腔 → JPDB Kanji Freq: 2357,漢字の読みを入力してください,Text
我__儘__，気__儘__，有りの__儘__,まま,"［儘］準一級
音: シン／ジン 訓: まま
意味: 尽(つ)きる、全てが出尽くす、全てを出し切る、同「尽」。
日まま、その通りに、思いの通りに。
簡「侭」。
簡「尽」。",儘 → JPDB Kanji Freq: 2358,漢字の読みを入力してください,Text
__爛__れ，__爛__れる,ただ,"［爛］一級
音: ラン 訓: ただ・れる
意味: 形が崩れるほどに柔らかくなるまでじっくり煮る、同「燗」。
形が崩れる、柔らかくなって元の形がなくなる、ぐじゃぐじゃになる、ふにゃふにゃになる。
明るく光り輝くさま、同「𠓖」。",爛 → JPDB Kanji Freq: 2362,漢字の読みを入力してください,Text
__囮__,おとり,"［囮］一級
音: ガ／カ 訓: おとり
意味: 鳥獣を誘(おび)き寄せ捕(つか)まえるために籠(かご)に入れた同類の鳥獣、同「㘥」「𡈸」。",囮 → JPDB Kanji Freq: 2364,漢字の読みを入力してください,Text
__唖__然,あ,"［唖］準一級
音: ア／アク／ヤク 訓: おし
意味: おし、口から意味を持つ言葉を発することができない、またその障害、またその障害がある人、同「瘂」「瘖」。
「あぁ」「あぅ」というような声や音、笑い声や幼児の声、カラス烏(カラス科の鳥)やガン雁(かり、カモ科マガン属などに属する鳥)などの鳥獣の鳴き声、同「䛩」。",唖 → JPDB Kanji Freq: 2365,漢字の読みを入力してください,Text
__娼__婦，__娼__館，男__娼__,しょう,"［娼］準一級
音: ショウ 訓: 
意味: 歌や舞を演じる女芸人、楽師ガクシや俳優ハイユウ、娼妓・倡伎(ショウギ)、同「倡」。
遊女ユウジョ(あそびめ)、娼婦(ショウフ)、娼妓(ショウギ)。",娼 → JPDB Kanji Freq: 2367,漢字の読みを入力してください,Text
"__隈__なく
②すみからすみまで。
「━さがす」",くま,"［隈］準一級
音: ワイ／エ 訓: くま
意味: 山が抉(えぐ)られたように奥深くまで入り込んだところ、同「隩」「㘲」、水(川)が山の奥深くまで入り込んだところを「渨」。
奥まったところ、隅(すみ)っこ、同「隅」
日歌舞伎の役者などが顔に施す化粧、「隈取(くまどり)」、京劇キョウゲキでは臉譜レンプと呼ばれる",隈 → JPDB Kanji Freq: 2368,漢字の読みを入力してください,Text
__瓜__二つ,うり,"［瓜］準一級
音: カ／ケ 訓: うり
意味: 瓜(ウリ)、ウリ科の蔓性の草の総称{ウリ}。
うり、部首名。",瓜 → JPDB Kanji Freq: 2369,漢字の読みを入力してください,Text
"億__劫__
未来永__劫__","くう,ごう","［劫］準一級
音: キョウ／コウ／ゴウ 訓: 
意味: 脅(おびや)かす、脅(おど)す。
奪(うば)う、力ずくで(無理やり)取る、強奪ゴウダツする、同「刦」。
仏教の概念で非常に長い時間を表す、梵語の「कल्पkalpaカルパ」に漢字の「劫波」を当て、それを最初の一字で表したもの、この世の初めから終わりまでを四つに分けそれぞれ、成劫(ジョウコウ・ジョウゴウ)、住劫(ジュウコウ・ジュウゴウ)、壊劫(エコウ・エゴウ)、空劫(クウコウ・クウゴウ)といい併せて、四劫(シコウ・シゴウ)という、、永劫(エイゴウ)(非常に長い時、永久)」。",劫 → JPDB Kanji Freq: 2372,漢字の読みを入力してください,Text
__杜__撰，__杜__漏,ず,"［杜］準一級
音: ト／ズ 訓: もり
意味: 山梨(ヤマナシ)、バラ科ナシ属の果樹、野生のナシ梨{ヤマナシ}。
杜梨(トウリ)、トウマメナシ唐豆梨、バラ科ナシ属の果樹{トウマメナシ}。
杜仲(トチュウ)、トチュウ科トチュウ属の木{トチュウ}。
塞(ふさ)ぐ、閉(と)ざす、行き来ができないようにする、杜絶(トゼツ)、同「堵」「𢾅」。
杜撰(トサン・ズサン)、根拠のない作り物、いい加減なさま(「杜撰」は、杜黙(トモク)(宋代の詩人)の詩」の意、その詩が韻インを踏んでいないなど誤りが多いことから「いい加減なさま」の意で用いられる)。
日もり、神社の森",杜 → JPDB Kanji Freq: 2374,漢字の読みを入力してください,Text
魔法の__絨__毯，__絨__毯，__絨__毛,じゅう,"［絨］一級
音: ジュウ／ニュウ 訓: 
意味: 毛羽(けば、細く柔らかい毛や羽、またそのようなもの)が立った織物。",絨 → JPDB Kanji Freq: 2375,漢字の読みを入力してください,Text
外__套__，旧__套__，常__套__，常__套__手段,とう,"［套］準一級
音: トウ 訓: 
意味: 上から覆(おお)い被(かぶ)せる、上から覆い包み込む。
同じものを重ねる。
川などが大きく湾曲して奥深くまで入り込んだところ、河套(カトウ)。",套 → JPDB Kanji Freq: 2376,漢字の読みを入力してください,Text
__宏__い，櫻井孝__宏__,ひろ,"［宏］準一級
音: コウ／オウ 訓: 
意味: 大きく広いさま、広々としたさま、一般的には空間的な広がりを指す、平面的な広がりは「広」。",宏 → JPDB Kanji Freq: 2379,漢字の読みを入力してください,Text
充__填__，装__填__，補__填__,てん,"［填］二級
音: テン／デン／チン 訓: う・める／うず・める／は・める
意味: 空いているところを埋める、埋めて塞ぐ、同「窴」。
埋める、満たす、空いているところがなくなるようにする。
乱れを静める、安定させる、同「鎮」。",填 → JPDB Kanji Freq: 2380,漢字の読みを入力してください,Text
清__楚__，__楚__々，四面__楚__歌,そ,"［楚］準一級
音: ソ／ショ 訓: 
意味: 人参木(ニンジンボク)、シソ科ハマゴウ属の木、別名、牡荊(ボケイ){ニンジンボク}。
小枝が付いたままの枝、柴(しば)。
木の鞭むち。
(鞭で打たれたような)痛み、苦しみ、、楚楚(ソソ)、同「𤻇」。
すっきりとしたさま、、楚楚(ソソ)、清楚(セイソ)。
周代(西周)から戦国時代にかけての古国名、前11世紀～前223年{春秋時代}。
古国名、別名「西楚」、前206年～前202年{西楚代}。
五代十国時代の十国の一つ、別名、馬楚(バソ)、907年～951年{五代十国時代}。
湖北省・湖南省一帯(特に湖北省)の略称{湖北省}。",楚 → JPDB Kanji Freq: 2383,漢字の読みを入力してください,Text
飛__沫__感染，飛__沫__,まつ,"［沫］準一級
音: バツ／マツ／マチ 訓: 
意味: 小さな水滴、空中に浮くほどの非常に細かい水滴、飛沫(ヒマツ)。
唾(つばき、つば)。
川名、青海省を源として四川省を流れる、現、大渡河(ダイトガ){青海省}。",沫 → JPDB Kanji Freq: 2385,漢字の読みを入力してください,Text
__蝕__む・虫食む,むしば,"［蝕］準一級
音: ショク／ジキ 訓: むしば・む
意味: 虫食う。
(虫が葉を食うように)侵(おか)されていく、少しずつ欠けていく、同「食」。
月や太陽などの天体が他の天体の影になって欠ける。",蝕 → JPDB Kanji Freq: 2386,漢字の読みを入力してください,Text
貫__禄__，__禄__，元__禄__， __禄__をはむ,ろく,"［禄］準一級
音: ロク 訓: 
意味: 天から授(さず)かる豊かな恵(めぐ)み、また幸(さいわ)い。
天禄(テンロク)天から授かる位くらい、天子の位想像上の動物の名、魔除け(まよけ)の神獣。
お上(かみ)からの授かりもの、役人の給与、俸禄(ホウロク)。",禄 → JPDB Kanji Freq: 2387,漢字の読みを入力してください,Text
__跪__く,"ひざまず,ひざまづ","［跪］一級
音: キ／ギ 訓: ひざまず・く
意味: 両膝と爪先を地に着け踵(かかと)を浮かせ、膝から上は直立させる姿勢、同、長跪(チョウキ)、この状態から膝を折り腰を下ろした姿勢を「跪坐」、更に上半身を前傾し頭を下げる拝礼の作法を「跪拝」という{姿勢(座)}。
カニ蟹の足。",跪 → JPDB Kanji Freq: 2389,漢字の読みを入力してください,Text
有__耶__無__耶__，清原果__耶__,や,"［耶］準一級
音: ヤ 訓: 
意味: ～か、～や、句末に付けて疑問・反語・感嘆の意を表す語、同「邪」。
父(ちち)、父親、同「爺」。
「ヤ」などの音を表す音写字、耶穌(イェソゥ・ヤソ)(イエス・キリストJesusChristのイエスJesus蘭。",耶 → JPDB Kanji Freq: 2391,漢字の読みを入力してください,Text
__祟__る，__祟__り，触らぬ神に__祟__りなし,たた,"［祟］一級
音: スイ 訓: たた・る／たた・り
意味: 鬼神が齎(もたら)す怪しげな(不思議な)良くないこと、また禍(わざわい)。
日人の理解が及ばないもの(神仏や怨霊オンリョウなど)が起こしたと考えられる災禍サイカ、罰(バツ)。",祟 → JPDB Kanji Freq: 2395,漢字の読みを入力してください,Text
"上__洛__，__洛__中，__洛__北，__洛__外
〔文〕みやこ。特に、京都。
「━の内外」",らく,"［洛］準一級
音: ラク 訓: 
意味: 洛河(ラクガ)、黄河の支流である渭河イガの支流の一つで陝西省楡林市定辺県を源とする川の名。
洛水(ラクスイ)、黄河の支流の一つで陝西省洛南県を源とする川の名、別名、雒水(ラクスイ)。
洛陽(ラクヨウ)、河南省の都市の名、西安・南京・北京と並んで四大古都と呼ばれる、同「雒陽」{河南省}。
日京都、、京洛(ケイラク・キョウラク)、洛中(ラクチュウ)などは中国の古都洛陽に擬(なぞら)えた名。",洛 → JPDB Kanji Freq: 2397,漢字の読みを入力してください,Text
__窪__み，__窪__地，__窪__む,くぼ,"［窪］準一級
音: ワ／エ 訓: くぼ／くぼ・む
意味: (地面が)凹(へこ)む、また凹んだところ、同「窐」「洼」「凹」。
凹んだところに水が溜(た)まる、水が溜まった(牛の足跡のような)凹み、同「洼」。
凹地(くぼち、窪地)に水が溜まったところ、深い池
簡「洼」",窪 → JPDB Kanji Freq: 2401,漢字の読みを入力してください,Text
__諜__報，__諜__報員，間__諜__,ちょう,"［諜］準一級
音: チョウ／ジョウ 訓: 
意味: 密(ひそ)かに敵の様子を探(さぐ)る、またその人、細作サイサク、間諜(カンチョウ)。
文字を書くための薄く細長い札(ふだ)、文書、記録、同「牒」。
ぺらぺらと喋る、同「喋」。",諜 → JPDB Kanji Freq: 2404,漢字の読みを入力してください,Text
"__馥郁__
〔文〕いいにおいがするようす。
「━とした香り」",ふくいく,"［郁］準一級
音: イク 訓: 
意味: 彩(いろど)りや香りが豊かなさま、同「㦽」「𢒰」「彧」。
盛んなさま、(草木が)盛んに生い茂るさま、同「彧」。
馥郁(フクイク)、豊かな香りが立ち昇り漂うさま。
籠(こ)もる、(豊かな香りが辺りに)立ち籠(こ)める、同繁「鬱」。","郁 → JPDB Kanji Freq: 2405
馥 → JPDB Kanji Freq: Very rare",漢字の読みを入力してください,Text
"__筧__
水を流すために、竹などで作り、地上にかけた、とい。かけい。",かけひ,"［筧］一級
音: ケン 訓: かけひ
意味: 水を引くために節(ふし)を刳(く)り抜いた竹筒(たけづつ)、これを繋ぎ合わせて必要な長さにする、同「梘」。",筧 → JPDB Kanji Freq: 2409,漢字の読みを入力してください,Text
絨__毯__，絨__毯__爆撃,たん,"［毯］一級
音: タン 訓: 
意味: 獣毛やワタ(綿、アオイ科ワタ属やキワタ属の植物)を使った毛織の敷物、絨毯(ジュウタン)。",毯 → JPDB Kanji Freq: 2410,漢字の読みを入力してください,Text
胡__坐__をかく，胡__坐__,"ざ,あぐら","［坐］準一級
音: サ／ザ 訓: すわ・る／いま・す／ましま・す／ま・す／いなが・ら／すず・ろ／そぞ・ろ
意味: 座る、膝を折り尻を踵の上に載せて座る(正座)、また椅子などの上に腰を下ろす、席に着く、「坐」は座るという動作を指す語で「座」は座るための席や場所・位置を指す語。
向かい合って座る。
同じ席に座っていたことで罪に問われる。
座ったままで成すところがないさま。
何することもなく、ただ何となく。",坐 → JPDB Kanji Freq: 2411,漢字の読みを入力してください,Text
__遼__遠，前途__遼__遠,りょう,"［遼］準一級
音: リョウ 訓: 
意味: 遥か遠いさま、遥か遠くまで続くさま。
宋代の王朝名、916年～1125年、別名「大遼」{宋(北宋)代}。
遼寧リョウネイ省の略称{遼寧省}。",遼 → JPDB Kanji Freq: 2414,漢字の読みを入力してください,Text
__孕__む，__孕__み女，穂__孕__み,はら,"［孕］一級
音: ヨウ／ウン 訓: はら・む
意味: 胎内タイナイに子を宿(やど)す、身籠(みごも)る、妊娠ニンシンする、同「𣎜」「𡢘」「𥀩」「𨈼」。",孕 → JPDB Kanji Freq: 2416,漢字の読みを入力してください,Text
__捌__く，荷__捌__き，__捌__ける，売り__捌__く，裾__捌__き,さば,"［捌］準一級
音: ハツ／ハチ 訓: さば・く／は・ける
意味: 二つに分(わ)ける、別(わ)ける、分けて両脇に押し開く。
八、「八」の大写字(「一」は「壹」・「二」は「貳」のような大文字のこと){数字}。
日さば・く、は・ける、物事をうまく仕分ける、物事がうまく流れる。",捌 → JPDB Kanji Freq: 2417,漢字の読みを入力してください,Text
"__捲__る，__捲__し立てる
❶まいて上にあげる。
「袖を捲る」",まく,"［捲］準一級
音: ケン 訓: ま・く／まく・る／めく・る
意味: 拳ケン(こぶし)を作る、意気盛んなさま。
ま・く、転がすようにして筒状に巻き丸める、同「巻」。
まく・る、めく・る、垂れているものなどを下から上に向かって巻き上げる、平らなものの一方を持ち反対方向に引くようにして全体を持ち上げて行く、同「𢃩」。
席捲(セッケン)、土地を端から巻き丸めるように手中に収めること。",捲 → JPDB Kanji Freq: 2418,漢字の読みを入力してください,Text
"__捲__る
紙などを、はがすようにして、うらがえす。
「トランプを━・ページを━・辞書を━」",めく,"［捲］準一級
音: ケン 訓: ま・く／まく・る／めく・る
意味: 拳ケン(こぶし)を作る、意気盛んなさま。
ま・く、転がすようにして筒状に巻き丸める、同「巻」。
まく・る、めく・る、垂れているものなどを下から上に向かって巻き上げる、平らなものの一方を持ち反対方向に引くようにして全体を持ち上げて行く、同「𢃩」。
席捲(セッケン)、土地を端から巻き丸めるように手中に収めること。",捲 → JPDB Kanji Freq: 2418,漢字の読みを入力してください,Text
出る__杭__は打たれる,くい,"［杭］準一級
音: コウ／ゴウ 訓: くい
意味: 船で川や海を渡る、同「航」「斻」。
浙江省杭州市の略称{浙江省}
地中に打ち込んで直立させた棒",杭 → JPDB Kanji Freq: 2419,漢字の読みを入力してください,Text
林__檎__,ご,"［檎］準一級
音: キン／ゴン／ゴ 訓: 
意味: 林檎(リンゴ)、バラ科リンゴ属の植物の総称、また、その果実の称、別名、蘋果(ヒンカ)、苹果(ヘイカ){リンゴ}。",檎 → JPDB Kanji Freq: 2420,漢字の読みを入力してください,Text
__綴__る，書き__綴__る，__綴__り,つづ,"［綴］準一級
音: テイ／タイ／テツ／テチ 訓: つづ・る／と・じる
意味: 糸で縫(ぬ)い繋(つな)ぎ合わせる、縫い合わせる。
隙(すき)がないように繋ぐ、また連(つら)ねる。
言葉を繋ぎ連ねて文章などを作る。",綴 → JPDB Kanji Freq: 2421,漢字の読みを入力してください,Text
"__綴__じる，和__綴__じ，割れ鍋に__綴__じ蓋
重ねてつづり合わせる。「文集をひもで━」",と,"［綴］準一級
音: テイ／タイ／テツ／テチ 訓: つづ・る／と・じる
意味: 糸で縫(ぬ)い繋(つな)ぎ合わせる、縫い合わせる。
隙(すき)がないように繋ぐ、また連(つら)ねる。
言葉を繋ぎ連ねて文章などを作る。",綴 → JPDB Kanji Freq: 2421,漢字の読みを入力してください,Text
__蟻__食い，__蟻__地獄， __蟻__,あり,"［蟻］準一級
音: ギ 訓: あり
意味: 蟻(アリ)、アリ科の昆虫の総称、同「螘」。",蟻 → JPDB Kanji Freq: 2423,漢字の読みを入力してください,Text
卑__猥__，淫__猥__，__猥__雑,わい,"［猥］一級
音: ワイ／エ 訓: みだ・ら／みだ・り／みだ・りに
意味: 犬の吠(ほ)える声、多くの犬が(勝手気ままに)吠え合うさま。
多いさま、多くのものが入り乱れるさま。
ごたごたと(ごちゃごちゃと)しているさま、乱雑なさま。
だらしのない、下品な、卑(いや)しい。",猥 → JPDB Kanji Freq: 2424,漢字の読みを入力してください,Text
