Question,Answers,Comment,freq_jpdb,moyenne_freq
追放者,"ついほうしゃ",読みを入力してください,88984,194
地下茎,"ちかけい",読みを入力してください,88989,755
予約席,"よやくせき",読みを入力してください,88999,402
黒鹿毛,"くろかげ",読みを入力してください,89000,639
類型的,"るいけいてき",読みを入力してください,89002,477
将来像,"しょうらいぞう",読みを入力してください,89020,384
英語名,"えいごめい",読みを入力してください,89029,417
無一物,"むいちもつ,むいちぶつ",読みを入力してください,89034,36
最東端,"さいとうたん",読みを入力してください,89035,262
傷病兵,"しょうびょうへい",読みを入力してください,89047,425
全人格,"ぜんじんかく",読みを入力してください,89049,130
如何程,"いかほど",読みを入力してください,89053,522
防音室,"ぼうおんしつ",読みを入力してください,89057,340
青大将,"あおだいしょう",読みを入力してください,89061,361
督促状,"とくそくじょう",読みを入力してください,89068,944
面会人,"めんかいにん",読みを入力してください,89071,51
少数者,"しょうすうしゃ",読みを入力してください,89074,103
大年増,"おおどしま",読みを入力してください,89083,196
参詣人,"さんけいにん",読みを入力してください,89090,991
公務中,"こうむちゅう",読みを入力してください,89094,244
友人宅,"ゆうじんたく",読みを入力してください,89101,411
大進歩,"だいしんぽ",読みを入力してください,89127,184
犯罪性,"はんざいせい",読みを入力してください,89143,385
最安値,"さいやすね",読みを入力してください,89170,320
旧大陸,"きゅうたいりく",読みを入力してください,89178,735
申請者,"しんせいしゃ",読みを入力してください,89206,568
反革命,"はんかくめい",読みを入力してください,89237,612
目的論,"もくてきろん",読みを入力してください,89241,222
得票率,"とくひょうりつ",読みを入力してください,89244,784
総領事,"そうりょうじ",読みを入力してください,89281,441
高重力,"こうじゅうりょく",読みを入力してください,89283,121
自然力,"しぜんりょく",読みを入力してください,89292,71
木曾路,"きそじ",読みを入力してください,89294,1150
無得点,"むとくてん",読みを入力してください,89305,188
一層目,"いっそうめ",読みを入力してください,89315,339
孫弟子,"まごでし",読みを入力してください,89326,732
司法権,"しほうけん",読みを入力してください,89341,500
保険屋,"ほけんや",読みを入力してください,89360,332
航海術,"こうかいじゅつ",読みを入力してください,89375,596
闇社会,"やみしゃかい",読みを入力してください,89378,353
診療科,"しんりょうか",読みを入力してください,89397,996
楽屋裏,"がくやうら",読みを入力してください,89404,247
分度器,"ぶんどき",読みを入力してください,89425,157
配給制,"はいきゅうせい",読みを入力してください,89428,541
配当金,"はいとうきん",読みを入力してください,89431,133
座標軸,"ざひょうじく",読みを入力してください,89434,1147
雲上人,"うんじょうびと",読みを入力してください,89442,356
黒繻子,"くろじゅす",読みを入力してください,89458,1420
輪郭線,"りんかくせん",読みを入力してください,89468,1097
品不足,"しなぶそく",読みを入力してください,89475,204
性差別,"せいさべつ",読みを入力してください,89477,227
代当主,"だいとうしゅ",読みを入力してください,89484,126
名人芸,"めいじんげい",読みを入力してください,89488,370
一人物,"いちじんぶつ",読みを入力してください,89492,20
救済策,"きゅうさいさく",読みを入力してください,89543,709
有余年,"ゆうよねん",読みを入力してください,89578,292
樹形図,"じゅけいず",読みを入力してください,89603,633
休耕地,"きゅうこうち",読みを入力してください,89604,857
連結器,"れんけつき",読みを入力してください,89606,224
三羽烏,"さんばがらす",読みを入力してください,89610,977
野戦砲,"やせんほう",読みを入力してください,89615,458
副知事,"ふくちじ",読みを入力してください,89622,405
安置所,"あんちじょ,あんちしょ",読みを入力してください,89640,189
民政党,"みんせいとう",読みを入力してください,89642,679
旗指物,"はたさしもの",読みを入力してください,89660,596
入学生,"にゅうがくせい",読みを入力してください,89675,42
船幽霊,"ふなゆうれい",読みを入力してください,89676,863
獅子頭,"ししがしら",読みを入力してください,89706,717
農繁期,"のうはんき",読みを入力してください,89712,1085
完結編,"かんけつへん",読みを入力してください,89720,462
不断着,"ふだんぎ",読みを入力してください,89722,175
特異的,"とくいてき",読みを入力してください,89723,278
重力圏,"じゅうりょくけん",読みを入力してください,89732,657
地蔵堂,"じぞうどう",読みを入力してください,89751,646
速度計,"そくどけい",読みを入力してください,89781,263
若白髪,"わかしらが",読みを入力してください,89785,391
仮小屋,"かりごや",読みを入力してください,89799,349
内風呂,"うちぶろ",読みを入力してください,89800,425
根菜類,"こんさいるい",読みを入力してください,89809,720
高度化,"こうどか",読みを入力してください,89815,121
重層的,"じゅうそうてき",読みを入力してください,89825,434
防水性,"ぼうすいせい",読みを入力してください,89836,310
下水管,"げすいかん",読みを入力してください,89837,363
女郎花,"おみなえし",読みを入力してください,89842,290
動物界,"どうぶつかい",読みを入力してください,89854,82
高倍率,"こうばいりつ",読みを入力してください,89875,635
常習的,"じょうしゅうてき",読みを入力してください,89876,314
太政官,"だじょうかん,だいじょうかん,おおいまつりごとのつかさ",読みを入力してください,89902,491
大宰府,"だざいふ",読みを入力してください,89904,829
臨済宗,"りんざいしゅう",読みを入力してください,89917,1089
女武者,"おんなむしゃ",読みを入力してください,89938,180
空腹時,"くうふくじ",読みを入力してください,89942,216
広東語,"カントンご",読みを入力してください,89946,287
医務官,"いむかん",読みを入力してください,89982,510
演算子,"えんざんし",読みを入力してください,89984,516
対局者,"たいきょくしゃ",読みを入力してください,89985,217
検事正,"けんじせい",読みを入力してください,89987,303
認定証,"にんていしょう",読みを入力してください,89993,309
外野手,"がいやしゅ",読みを入力してください,90005,112
超時空,"ちょうじくう",読みを入力してください,90012,247
慰霊祭,"いれいさい",読みを入力してください,90016,930
礼拝所,"れいはいしょ",読みを入力してください,90018,638
後天性,"こうてんせい",読みを入力してください,90022,126
国有化,"こくゆうか",読みを入力してください,90026,230
寝台車,"しんだいしゃ",読みを入力してください,90031,288
室内楽,"しつないがく",読みを入力してください,90033,189
謝恩会,"しゃおんかい",読みを入力してください,90036,629
裁縫師,"さいほうし",読みを入力してください,90040,1037
不寛容,"ふかんよう",読みを入力してください,90041,854
普請場,"ふしんば",読みを入力してください,90044,550
血圧計,"けつあつけい",読みを入力してください,90052,498
旅行家,"りょこうか",読みを入力してください,90054,264
正答率,"せいとうりつ",読みを入力してください,90059,434
高度計,"こうどけい",読みを入力してください,90060,167
温泉町,"おんせんまち",読みを入力してください,90096,678
難問題,"なんもんだい",読みを入力してください,90126,285
静物画,"せいぶつが",読みを入力してください,90127,271
天気図,"てんきず",読みを入力してください,90130,284
収集品,"しゅうしゅうひん",読みを入力してください,90149,392
上中下,"じょうちゅうげ",読みを入力してください,90163,30
高床式,"たかゆかしき",読みを入力してください,90168,499
継続性,"けいぞくせい",読みを入力してください,90169,380
操縦法,"そうじゅうほう",読みを入力してください,90170,833
投票数,"とうひょうすう",読みを入力してください,90181,685
反対票,"はんたいひょう",読みを入力してください,90186,571
任命権,"にんめいけん",読みを入力してください,90192,378
身贔屓,"みびいき",読みを入力してください,90193,1821
不安顔,"ふあんがお",読みを入力してください,90209,126
一分野,"いちぶんや",読みを入力してください,90219,76
二等分,"にとうぶん",読みを入力してください,90223,249
一人身,"ひとりみ",読みを入力してください,90231,30
百合根,"ゆりね",読みを入力してください,90314,458
統合体,"とうごうたい",読みを入力してください,90333,320
耶蘇教,"やそきょう",読みを入力してください,90350,1388
世界像,"せかいぞう",読みを入力してください,90359,245
五平餅,"ごへいもち",読みを入力してください,90361,890
産科医,"さんかい",読みを入力してください,90363,625
労務者,"ろうむしゃ",読みを入力してください,90372,387
客室係,"きゃくしつがかり",読みを入力してください,90384,368
検死官,"けんしかん",読みを入力してください,90387,432
解釈学,"かいしゃくがく",読みを入力してください,90391,579
粘土質,"ねんどしつ",読みを入力してください,90402,835
高度差,"こうどさ",読みを入力してください,90410,182
西洋画,"せいようが",読みを入力してください,90418,636
可食部,"かしょくぶ",読みを入力してください,90450,104
入出力,"にゅうしゅつりょく",読みを入力してください,90452,28
発着所,"はっちゃくじょ",読みを入力してください,90461,111
沈丁花,"じんちょうげ,ちんちょうげ,ぢんちょうげ",読みを入力してください,90467,735
合唱曲,"がっしょうきょく",読みを入力してください,90469,665
中心核,"ちゅうしんかく",読みを入力してください,90472,548
落葉松,"からまつ,らくようしょう",読みを入力してください,90476,360
線条痕,"せんじょうこん",読みを入力してください,90493,894
政府系,"せいふけい",読みを入力してください,90506,678
淡黄色,"たんこうしょく,たんおうしょく",読みを入力してください,90522,908
陳列台,"ちんれつだい",読みを入力してください,90528,1207
現代戦,"げんだいせん",読みを入力してください,90531,122
飼育場,"しいくじょう",読みを入力してください,90550,645
不体裁,"ふていさい",読みを入力してください,90567,380
綿帽子,"わたぼうし",読みを入力してください,90573,1206
賃貸料,"ちんたいりょう",読みを入力してください,90577,1024
英数字,"えいすうじ",読みを入力してください,90583,537
年代順,"ねんだいじゅん",読みを入力してください,90616,376
進入路,"しんにゅうろ",読みを入力してください,90679,291
同部屋,"どうべや",読みを入力してください,90683,76
意志的,"いしてき",読みを入力してください,90686,307
低体温,"ていたいおん",読みを入力してください,90695,444
工学科,"こうがくか",読みを入力してください,90753,450
消失点,"しょうしつてん",読みを入力してください,90766,252
共和政,"きょうわせい",読みを入力してください,90767,453
技能者,"ぎのうしゃ",読みを入力してください,90778,241
萌葱色,"もえぎいろ",読みを入力してください,90808,1441
直売所,"ちょくばいしょ",読みを入力してください,90814,215
信号旗,"しんごうき",読みを入力してください,90816,745
左官屋,"さかんや",読みを入力してください,90837,408
洗面室,"せんめんしつ",読みを入力してください,90842,419
看護人,"かんごにん",読みを入力してください,90844,542
具象的,"ぐしょうてき",読みを入力してください,90846,417
病院船,"びょういんせん",読みを入力してください,90851,456
起訴状,"きそじょう",読みを入力してください,90861,554
奴隷船,"どれいせん",読みを入力してください,90863,803
自走砲,"じそうほう",読みを入力してください,90865,483
女部屋,"おんなべや",読みを入力してください,90882,64
合成音,"ごうせいおん",読みを入力してください,90902,115
会見場,"かいけんじょう",読みを入力してください,90908,34
波打際,"なみうちぎわ",読みを入力してください,90931,472
初会合,"はつかいごう",読みを入力してください,90941,75
鼠径部,"そけいぶ",読みを入力してください,90957,1373
牡丹餅,"ぼたもち",読みを入力してください,90973,1978
落武者,"おちむしゃ",読みを入力してください,90974,222
主戦論,"しゅせんろん",読みを入力してください,90979,270
訪問着,"ほうもんぎ",読みを入力してください,90989,417
勧誘員,"かんゆういん",読みを入力してください,90992,815
宣伝費,"せんでんひ",読みを入力してください,91017,812
返却口,"へんきゃくぐち",読みを入力してください,91022,595
防虫剤,"ぼうちゅうざい",読みを入力してください,91032,1035
輸入量,"ゆにゅうりょう",読みを入力してください,91036,714
八分目,"はちぶめ,はちぶんめ",読みを入力してください,91043,238
室内着,"しつないぎ",読みを入力してください,91052,187
暴露話,"ばくろばなし",読みを入力してください,91062,580
嗜虐性,"しぎゃくせい",読みを入力してください,91066,1329
納品書,"のうひんしょ",読みを入力してください,91070,438
健康美,"けんこうび",読みを入力してください,91079,881
耐水性,"たいすいせい",読みを入力してください,91089,439
主人役,"しゅじんやく",読みを入力してください,91093,192
宗教心,"しゅうきょうしん",読みを入力してください,91094,499
孤立感,"こりつかん",読みを入力してください,91138,490
低年齢,"ていねんれい",読みを入力してください,91154,653
四君子,"しくんし",読みを入力してください,91175,197
有力視,"ゆうりょくし",読みを入力してください,91180,226
直輸入,"ちょくゆにゅう,じきゆにゅう",読みを入力してください,91198,566
排水量,"はいすいりょう",読みを入力してください,91203,778
蔵屋敷,"くらやしき",読みを入力してください,91206,654
信楽焼,"しがらきやき",読みを入力してください,91212,272
貨物車,"かもつしゃ",読みを入力してください,91214,544
入国者,"にゅうこくしゃ",読みを入力してください,91232,51
販売部,"はんばいぶ",読みを入力してください,91251,578
撮影隊,"さつえいたい",読みを入力してください,91255,517
不信任,"ふしんにん",読みを入力してください,91257,180
単眼鏡,"たんがんきょう",読みを入力してください,91275,694
接触者,"せっしょくしゃ",読みを入力してください,91276,330
野沢菜,"のざわな",読みを入力してください,91279,657
神経網,"しんけいもう",読みを入力してください,91295,692
核分裂,"かくぶんれつ",読みを入力してください,91306,868
止血剤,"しけつざい",読みを入力してください,91308,680
能率的,"のうりつてき",読みを入力してください,91315,342
無政府,"むせいふ",読みを入力してください,91317,431
地上絵,"ちじょうえ",読みを入力してください,91324,295
報連相,"ほうれんそう",読みを入力してください,91329,161
鮮紅色,"せんこうしょく",読みを入力してください,91339,806
仲見世,"なかみせ",読みを入力してください,91344,150
大学者,"だいがくしゃ",読みを入力してください,91351,39
焼野原,"やけのはら",読みを入力してください,91388,354
半裸体,"はんらたい",読みを入力してください,91413,583
流通網,"りゅうつうもう",読みを入力してください,91434,642
時限目,"じげんめ",読みを入力してください,91435,126
天気雨,"てんきあめ",読みを入力してください,91445,254
購買層,"こうばいそう",読みを入力してください,91453,942
先駆的,"せんくてき",読みを入力してください,91469,286
屋根板,"やねいた",読みを入力してください,91488,568
道徳家,"どうとくか",読みを入力してください,91495,522
男風呂,"おとこぶろ",読みを入力してください,91498,409
野菜室,"やさいしつ",読みを入力してください,91512,481
名義上,"めいぎじょう",読みを入力してください,91528,203
読後感,"どくごかん",読みを入力してください,91563,179
胡麻塩,"ごましお",読みを入力してください,91568,1524
大出来,"おおでき",読みを入力してください,91600,14
計器盤,"けいきばん",読みを入力してください,91614,720
機械語,"きかいご",読みを入力してください,91622,621
長脇差,"ながわきざし",読みを入力してください,91626,615
御一新,"ごいっしん",読みを入力してください,91635,203
甲状腺,"こうじょうせん",読みを入力してください,91638,1237
医学史,"いがくし",読みを入力してください,91653,534
警務部,"けいむぶ",読みを入力してください,91659,257
一回生,"いっかいせい",読みを入力してください,91676,30
百舌鳥,"もず",読みを入力してください,91684,823
黄鉄鉱,"おうてっこう",読みを入力してください,91691,1156
祈祷書,"きとうしょ",読みを入力してください,91697,1400
企画展,"きかくてん",読みを入力してください,91703,708
引出物,"ひきでもの",読みを入力してください,91706,68
本試験,"ほんしけん",読みを入力してください,91724,300
倉庫番,"そうこばん",読みを入力してください,91729,690
予備費,"よびひ",読みを入力してください,91737,530
落札者,"らくさつしゃ",読みを入力してください,91743,414
総菜屋,"そうざいや",読みを入力してください,91765,559
平城京,"へいじょうきょう",読みを入力してください,91767,321
夢幻的,"むげんてき",読みを入力してください,91768,522
決算書,"けっさんしょ",読みを入力してください,91772,416
主謀者,"しゅぼうしゃ",読みを入力してください,91780,554
助動詞,"じょどうし",読みを入力してください,91793,532
肺動脈,"はいどうみゃく",読みを入力してください,91796,1126
酢昆布,"すこんぶ",読みを入力してください,91797,1768
高頻度,"こうひんど",読みを入力してください,91805,698
不精髭,"ぶしょうひげ",読みを入力してください,91829,874
銭勘定,"ぜにかんじょう",読みを入力してください,91840,795
汽車賃,"きしゃちん",読みを入力してください,91842,1431
拡張性,"かくちょうせい",読みを入力してください,91865,517
伊達巻,"だてまき",読みを入力してください,91872,572
媒介者,"ばいかいしゃ",読みを入力してください,91874,962
清教徒,"せいきょうと",読みを入力してください,91876,560
二極化,"にきょくか",読みを入力してください,91905,296
発展型,"はってんけい",読みを入力してください,91918,566
珍道中,"ちんどうちゅう",読みを入力してください,91923,389
慢性化,"まんせいか",読みを入力してください,91925,380
午前様,"ごぜんさま",読みを入力してください,91974,307
記号化,"きごうか",読みを入力してください,91987,346
威丈高,"いたけだか",読みを入力してください,91997,416
順位戦,"じゅんいせん",読みを入力してください,92012,448
集会室,"しゅうかいしつ",読みを入力してください,92015,194
朱子学,"しゅしがく",読みを入力してください,92016,579
塹壕戦,"ざんごうせん",読みを入力してください,92030,2079
自然数,"しぜんすう",読みを入力してください,92035,125
多島海,"たとうかい",読みを入力してください,92039,253
編纂者,"へんさんしゃ",読みを入力してください,92056,1297
与太者,"よたもの,よたもん",読みを入力してください,92060,368
出品物,"しゅっぴんぶつ",読みを入力してください,92078,142
物干竿,"ものほしざお",読みを入力してください,92094,1137
蓋然的,"がいぜんてき",読みを入力してください,92098,635
蒲公英,"たんぽぽ,ほこうえい",読みを入力してください,92108,1067
天秤座,"てんびんざ",読みを入力してください,92120,1012
送信機,"そうしんき",読みを入力してください,92127,226
俳諧師,"はいかいし",読みを入力してください,92133,1858
原始林,"げんしりん",読みを入力してください,92146,554
天水桶,"てんすいおけ",読みを入力してください,92175,891
人相書,"にんそうがき",読みを入力してください,92177,100
終末論,"しゅうまつろん",読みを入力してください,92195,467
査定額,"さていがく",読みを入力してください,92199,557
神楽殿,"かぐらでん",読みを入力してください,92200,207
送迎車,"そうげいしゃ",読みを入力してください,92203,413
電磁石,"でんじしゃく",読みを入力してください,92206,812
漂白剤,"ひょうはくざい",読みを入力してください,92215,1078
法学者,"ほうがくしゃ",読みを入力してください,92216,89
結納金,"ゆいのうきん",読みを入力してください,92221,342
金屏風,"きんびょうぶ",読みを入力してください,92222,1140
著作物,"ちょさくぶつ",読みを入力してください,92238,572
出版元,"しゅっぱんもと",読みを入力してください,92250,421
紀行文,"きこうぶん",読みを入力してください,92257,508
映画界,"えいがかい",読みを入力してください,92258,314
電車道,"でんしゃみち",読みを入力してください,92266,204
社会悪,"しゃかいあく",読みを入力してください,92271,115
初級者,"しょきゅうしゃ",読みを入力してください,92273,288
問題作,"もんだいさく",読みを入力してください,92276,171
普遍化,"ふへんか",読みを入力してください,92280,958
御協力,"ごきょうりょく",読みを入力してください,92284,404
母子共,"ぼしとも",読みを入力してください,92303,208
頭蓋内,"ずがいない",読みを入力してください,92305,662
時間表,"じかんひょう",読みを入力してください,92310,77
休業日,"きゅうぎょうび",読みを入力してください,92325,182
短時日,"たんじじつ",読みを入力してください,92329,294
豪速球,"ごうそっきゅう",読みを入力してください,92352,709
医大生,"いだいせい",読みを入力してください,92378,230
可愛気,"かわいげ",読みを入力してください,92381,118
警戒色,"けいかいしょく",読みを入力してください,92388,550
同意義,"どういぎ",読みを入力してください,92391,204
起動時,"きどうじ",読みを入力してください,92393,97
夾雑物,"きょうざつぶつ",読みを入力してください,92425,1189
選択式,"せんたくしき",読みを入力してください,92481,620
独我論,"どくがろん",読みを入力してください,92483,508
湖北省,"こほくしょう",読みを入力してください,92509,930
陽電子,"ようでんし",読みを入力してください,92517,353
台湾人,"たいわんじん",読みを入力してください,92559,692
牡羊座,"おひつじざ",読みを入力してください,92565,1479
原画家,"げんがか",読みを入力してください,92569,219
佐幕派,"さばくは",読みを入力してください,92582,830
制服組,"せいふくぐみ",読みを入力してください,92585,385
連続体,"れんぞくたい",読みを入力してください,92587,118
平蜘蛛,"ひらたぐも,ひらぐも",読みを入力してください,92602,1429
射手座,"いてざ",読みを入力してください,92606,370
使用例,"しようれい",読みを入力してください,92630,288
百万遍,"ひゃくまんべん",読みを入力してください,92634,1141
扁桃腺,"へんとうせん",読みを入力してください,92635,2404
庶務課,"しょむか",読みを入力してください,92641,1072
代表権,"だいひょうけん",読みを入力してください,92642,323
本採用,"ほんさいよう",読みを入力してください,92652,454
緑柱石,"りょくちゅうせき",読みを入力してください,92653,1009
防衛費,"ぼうえいひ",読みを入力してください,92655,755
動脈瘤,"どうみゃくりゅう",読みを入力してください,92657,1477
姉妹丼,"しまいどん",読みを入力してください,92658,886
経帷子,"きょうかたびら",読みを入力してください,92661,1247
五月病,"ごがつびょう",読みを入力してください,92666,348
成人病,"せいじんびょう",読みを入力してください,92670,208
中盤戦,"ちゅうばんせん",読みを入力してください,92684,493
僧帽筋,"そうぼうきん",読みを入力してください,92700,1261
聴講生,"ちょうこうせい",読みを入力してください,92709,744
判決文,"はんけつぶん",読みを入力してください,92723,291
殺害者,"さつがいしゃ",読みを入力してください,92734,238
水道局,"すいどうきょく",読みを入力してください,92735,290
予防法,"よぼうほう",読みを入力してください,92748,355
宇宙論,"うちゅうろん",読みを入力してください,92756,751
教養人,"きょうようじん",読みを入力してください,92760,412
中近東,"ちゅうきんとう",読みを入力してください,92767,107
警報器,"けいほうき",読みを入力してください,92771,325
白味噌,"しろみそ",読みを入力してください,92772,706
空洞化,"くうどうか",読みを入力してください,92777,651
独占権,"どくせんけん",読みを入力してください,92791,851
捜査網,"そうさもう",読みを入力してください,92832,937
明朝体,"みんちょうたい",読みを入力してください,92837,143
断熱材,"だんねつざい",読みを入力してください,92846,491
処理系,"しょりけい",読みを入力してください,92911,482
姫百合,"ひめゆり",読みを入力してください,92926,486
有名校,"ゆうめいこう",読みを入力してください,92970,225
写真師,"しゃしんし",読みを入力してください,93008,333
誘導路,"ゆうどうろ",読みを入力してください,93013,660
戦列艦,"せんれつかん",読みを入力してください,93021,651
来園者,"らいえんしゃ",読みを入力してください,93022,147
年貢米,"ねんぐまい",読みを入力してください,93035,875
修道者,"しゅうどうしゃ,しゅどうしゃ",読みを入力してください,93052,310
平方根,"へいほうこん",読みを入力してください,93057,302
擲弾兵,"てきだんへい",読みを入力してください,93060,1121
唯心論,"ゆいしんろん",読みを入力してください,93064,613
碓氷峠,"うすいとうげ",読みを入力してください,93080,2308
制御卓,"せいぎょたく",読みを入力してください,93081,819
指相撲,"ゆびずもう",読みを入力してください,93096,726
勤労者,"きんろうしゃ",読みを入力してください,93100,610
報道局,"ほうどうきょく",読みを入力してください,93102,298
純喫茶,"じゅんきっさ",読みを入力してください,93109,973
追悼式,"ついとうしき",読みを入力してください,93118,1073
赤身肉,"あかみにく",読みを入力してください,93121,284
消音器,"しょうおんき",読みを入力してください,93132,265
儀仗兵,"ぎじょうへい",読みを入力してください,93136,1412
天満宮,"てんまんぐう",読みを入力してください,93157,369
爆裂弾,"ばくれつだん",読みを入力してください,93164,691
知覚力,"ちかくりょく",読みを入力してください,93165,89
高速船,"こうそくせん",読みを入力してください,93171,342
接続先,"せつぞくさき",読みを入力してください,93174,252
陳腐化,"ちんぷか",読みを入力してください,93211,1244
色硝子,"いろガラス",読みを入力してください,93223,817
不釣合,"ふつりあい",読みを入力してください,93225,471
麻雀牌,"マージャンパイ",読みを入力してください,93245,1887
日本車,"にほんしゃ",読みを入力してください,93253,84
制度化,"せいどか",読みを入力してください,93271,230
十字形,"じゅうじけい",読みを入力してください,93283,400
歌合戦,"うたがっせん",読みを入力してください,93304,206
乗降客,"じょうこうきゃく",読みを入力してください,93308,381
大看板,"おおかんばん",読みを入力してください,93313,721
本籍地,"ほんせきち",読みを入力してください,93316,532
紳士風,"しんしふう",読みを入力してください,93325,811
土建屋,"どけんや",読みを入力してください,93340,454
不同意,"ふどうい",読みを入力してください,93353,73
最大量,"さいだいりょう",読みを入力してください,93357,223
合唱隊,"がっしょうたい",読みを入力してください,93370,575
非接触,"ひせっしょく",読みを入力してください,93391,555
努力賞,"どりょくしょう",読みを入力してください,93397,730
犠牲的,"ぎせいてき",読みを入力してください,93431,958
年齢順,"ねんれいじゅん",読みを入力してください,93443,762
地獄絵,"じごくえ",読みを入力してください,93449,652
小利口,"こりこう",読みを入力してください,93454,182
聖天子,"せいてんし",読みを入力してください,93479,272
航空戦,"こうくうせん",読みを入力してください,93516,496
孵卵器,"ふらんき",読みを入力してください,93540,1529
日本化,"にほんか",読みを入力してください,93541,84
発想法,"はっそうほう",読みを入力してください,93563,179
輪転機,"りんてんき",読みを入力してください,93573,454
取得者,"しゅとくしゃ",読みを入力してください,93609,123
葬送曲,"そうそうきょく",読みを入力してください,93610,845
暴風雪,"ぼうふうせつ",読みを入力してください,93615,524
処分場,"しょぶんじょう",読みを入力してください,93632,223
被告側,"ひこくがわ",読みを入力してください,93640,507
遊戯場,"ゆうぎじょう",読みを入力してください,93648,687
密閉型,"みっぺいがた",読みを入力してください,93660,654
軍用金,"ぐんようきん",読みを入力してください,93662,191
同位体,"どういたい",読みを入力してください,93676,144
青年会,"せいねんかい",読みを入力してください,93686,172
律動的,"りつどうてき",読みを入力してください,93702,463
年会費,"ねんかいひ",読みを入力してください,93708,348
強力粉,"きょうりきこ",読みを入力してください,93709,488
命令文,"めいれいぶん",読みを入力してください,93715,366
機種変,"きしゅへん",読みを入力してください,93736,288
電波系,"でんぱけい",読みを入力してください,93761,570
敢闘賞,"かんとうしょう",読みを入力してください,93771,1119
手工業,"しゅこうぎょう",読みを入力してください,93780,266
上腕骨,"じょうわんこつ",読みを入力してください,93787,448
勤務医,"きんむい",読みを入力してください,93793,707
裸婦画,"らふが",読みを入力してください,93800,891
挿入歌,"そうにゅうか",読みを入力してください,93807,749
寒暖計,"かんだんけい",読みを入力してください,93809,934
英文科,"えいぶんか",読みを入力してください,93811,597
鍋奉行,"なべぶぎょう",読みを入力してください,93824,1053
処女地,"しょじょち",読みを入力してください,93831,233
永続性,"えいぞくせい",読みを入力してください,93836,442
星月夜,"ほしづきよ,ほしづくよ",読みを入力してください,93846,274
記念物,"きねんぶつ",読みを入力してください,93849,241
洗顔料,"せんがんりょう",読みを入力してください,93860,419
格子縞,"こうしじま",読みを入力してください,93862,1089
海老茶,"えびちゃ",読みを入力してください,93868,538
骨伝導,"こつでんどう",読みを入力してください,93876,612
古時計,"ふるどけい",読みを入力してください,93879,286
特許権,"とっきょけん",読みを入力してください,93885,426
仕入先,"しいれさき",読みを入力してください,93890,63
演技者,"えんぎしゃ,えんぎもの",読みを入力してください,93893,378
吝嗇家,"りんしょくか",読みを入力してください,93904,2843
擬態語,"ぎたいご",読みを入力してください,93930,819
脅迫罪,"きょうはくざい",読みを入力してください,93939,910
資本力,"しほんりょく",読みを入力してください,93965,250
七分袖,"しちぶそで",読みを入力してください,93989,826
共有物,"きょうゆうぶつ",読みを入力してください,94008,282
起動者,"きどうしゃ",読みを入力してください,94053,102
幹細胞,"かんさいぼう",読みを入力してください,94088,1147
柔道場,"じゅうどうじょう",読みを入力してください,94105,422
乳児院,"にゅうじいん",読みを入力してください,94106,779
総裁選,"そうさいせん",読みを入力してください,94119,625
先験的,"せんけんてき",読みを入力してください,94121,203
山仕事,"やましごと",読みを入力してください,94140,105
総会屋,"そうかいや",読みを入力してください,94163,261
記述式,"きじゅつしき",読みを入力してください,94166,678
鳳仙花,"ほうせんか",読みを入力してください,94171,1225
勧進帳,"かんじんちょう",読みを入力してください,94175,1101
進行性,"しんこうせい",読みを入力してください,94176,138
産油国,"さんゆこく",読みを入力してください,94203,549
雑記帳,"ざっきちょう",読みを入力してください,94205,860
即身仏,"そくしんぶつ",読みを入力してください,94218,889
献上物,"けんじょうもの",読みを入力してください,94232,525
青系統,"あおけいとう",読みを入力してください,94243,704
宣誓書,"せんせいしょ",読みを入力してください,94251,923
如意棒,"にょいぼう",読みを入力してください,94256,721
利尿剤,"りにょうざい",読みを入力してください,94267,1310
標準化,"ひょうじゅんか",読みを入力してください,94287,598
従来型,"じゅうらいがた",読みを入力してください,94316,499
八重桜,"やえざくら",読みを入力してください,94317,628
恋女房,"こいにょうぼう",読みを入力してください,94324,523
命中弾,"めいちゅうだん",読みを入力してください,94330,261
収穫高,"しゅうかくだか",読みを入力してください,94336,862
土地鑑,"とちかん",読みを入力してください,94345,642
失敗者,"しっぱいしゃ",読みを入力してください,94347,307
休火山,"きゅうかざん",読みを入力してください,94387,290
入館料,"にゅうかんりょう",読みを入力してください,94398,335
団体名,"だんたいめい",読みを入力してください,94415,175
若社長,"わかしゃちょう",読みを入力してください,94416,270
塩昆布,"しおこんぶ",読みを入力してください,94421,1466
公開中,"こうかいちゅう",読みを入力してください,94427,153
水産業,"すいさんぎょう",読みを入力してください,94476,307
装飾物,"そうしょくぶつ",読みを入力してください,94499,565
製紙業,"せいしぎょう",読みを入力してください,94543,568
農業国,"のうぎょうこく",読みを入力してください,94613,548
漢民族,"かんみんぞく",読みを入力してください,94622,734
宇宙食,"うちゅうしょく",読みを入力してください,94649,592
当番兵,"とうばんへい",読みを入力してください,94664,203
立法者,"りっぽうしゃ",読みを入力してください,94675,88
土産屋,"みやげや",読みを入力してください,94709,368
得点王,"とくてんおう",読みを入力してください,94712,217
参政権,"さんせいけん",読みを入力してください,94730,560
支給額,"しきゅうがく",読みを入力してください,94736,815
意識化,"いしきか",読みを入力してください,94737,234
適合率,"てきごうりつ",読みを入力してください,94743,544
卒園式,"そつえんしき",読みを入力してください,94753,639
