Question,Answers,Comment,freq_jpdb,moyenne_freq
寝台,"しんだい,ねだい",読みを入力してください,8678,322
案件,"あんけん",読みを入力してください,8679,403
反転,"はんてん",読みを入力してください,8680,291
死神,"しにがみ",読みを入力してください,8700,109
暗黒,"あんこく",読みを入力してください,8702,490
商会,"しょうかい",読みを入力してください,8706,329
数名,"すうめい",読みを入力してください,8708,152
一万,"いちまん",読みを入力してください,8710,188
凶器,"きょうき",読みを入力してください,8711,923
神々,"かみがみ",読みを入力してください,8714,119
銃口,"じゅうこう",読みを入力してください,8716,460
井戸,"いど",読みを入力してください,8719,609
絵本,"えほん",読みを入力してください,8722,409
一団,"いちだん",読みを入力してください,8723,192
城壁,"じょうへき",読みを入力してください,8724,552
武士,"もののふ,ぶし,さむらい",読みを入力してください,8732,331
王城,"おうじょう",読みを入力してください,8733,284
仕様,"しよう",読みを入力してください,8740,75
挿入,"そうにゅう",読みを入力してください,8743,868
装甲,"そうこう",読みを入力してください,8744,683
尋問,"じんもん",読みを入力してください,8745,616
尾行,"びこう",読みを入力してください,8746,460
君達,"きみたち,きんだち",読みを入力してください,8749,76
浴衣,"ゆかた,よくい",読みを入力してください,8753,986
魅了,"みりょう",読みを入力してください,8754,926
撃退,"げきたい",読みを入力してください,8755,368
眼下,"がんか",読みを入力してください,8756,358
正座,"しょうざ,せいざ",読みを入力してください,8757,272
炸裂,"さくれつ",読みを入力してください,8758,1658
校門,"こうもん",読みを入力してください,8759,374
処女,"しょじょ",読みを入力してください,8765,314
純白,"じゅんぱく",読みを入力してください,8766,528
神官,"しんかん,かんづかさ,かみづかさ,かむづかさ",読みを入力してください,8769,296
奥歯,"おくば",読みを入力してください,8770,750
転校,"てんこう",読みを入力してください,8771,244
宿屋,"やどや",読みを入力してください,8772,356
伊達,"だて",読みを入力してください,8773,551
魔獣,"まじゅう",読みを入力してください,8774,387
変換,"へんかん",読みを入力してください,8775,452
射撃,"しゃげき",読みを入力してください,8779,454
課長,"かちょう",読みを入力してください,8780,420
家出,"いえで",読みを入力してください,8781,42
集落,"しゅうらく",読みを入力してください,8782,201
侵攻,"しんこう",読みを入力してください,8803,747
眼光,"がんこう",読みを入力してください,8808,467
宮殿,"きゅうでん",読みを入力してください,8809,399
玩具,"おもちゃ,がんぐ",読みを入力してください,8813,1413
瓦礫,"がれき,がりゃく",読みを入力してください,8814,2087
先導,"せんどう",読みを入力してください,8817,377
書斎,"しょさい",読みを入力してください,8821,948
監禁,"かんきん",読みを入力してください,8822,857
要塞,"ようさい",読みを入力してください,8824,746
全裸,"ぜんら",読みを入力してください,8825,717
採取,"さいしゅ",読みを入力してください,8826,643
階層,"かいそう",読みを入力してください,8827,764
僕達,"ぼくたち",読みを入力してください,8828,78
木製,"もくせい",読みを入力してください,8830,608
旅人,"たびにん,たびびと,りょじん,たびと,たひと",読みを入力してください,8831,350
八十,"はちじゅう,やそ",読みを入力してください,8833,473
区画,"くかく",読みを入力してください,8834,332
重量,"じゅうりょう",読みを入力してください,8837,419
側近,"そっきん",読みを入力してください,8838,306
子爵,"ししゃく",読みを入力してください,8840,390
白衣,"はくい,びゃくえ,びゃくい,はくえ,しろきぬ,しろぎぬ",読みを入力してください,8845,515
正論,"せいろん",読みを入力してください,8853,359
銀髪,"ぎんぱつ",読みを入力してください,8855,597
反則,"はんそく",読みを入力してください,8858,786
同調,"どうちょう",読みを入力してください,8859,141
慈悲,"じひ",読みを入力してください,8861,1167
彼等,"あれら,かれら",読みを入力してください,8862,352
宰相,"さいしょう",読みを入力してください,8868,970
畜生,"ちくしょう,ちきしょう",読みを入力してください,8875,903
苦悶,"くもん",読みを入力してください,8876,1065
車両,"しゃりょう",読みを入力してください,8880,314
花嫁,"はなよめ",読みを入力してください,8902,740
羽根,"はね",読みを入力してください,8903,691
物理,"ぶつり",読みを入力してください,8906,57
真上,"まうえ",読みを入力してください,8909,73
本命,"ほんめい",読みを入力してください,8912,116
大男,"おおおとこ",読みを入力してください,8913,50
斬撃,"ざんげき",読みを入力してください,8914,611
軍勢,"ぐんぜい",読みを入力してください,8917,382
手帳,"てちょう",読みを入力してください,8919,752
四月,"よつき,しがつ",読みを入力してください,8922,298
千年,"せんねん,ちとせ",読みを入力してください,8923,237
仮説,"かせつ",読みを入力してください,8924,571
歌声,"うたごえ,かせい",読みを入力してください,8928,295
私服,"しふく",読みを入力してください,8931,217
失踪,"しっそう",読みを入力してください,8935,1163
裏口,"うらぐち",読みを入力してください,8936,301
信者,"しんじゃ",読みを入力してください,8938,96
連行,"れんこう",読みを入力してください,8939,79
水中,"すいちゅう",読みを入力してください,8944,114
勧誘,"かんゆう",読みを入力してください,8945,1119
罪人,"ざいにん,つみびと",読みを入力してください,8948,289
魔族,"まぞく",読みを入力してください,8950,153
紙袋,"かみぶくろ,かんぶくろ",読みを入力してください,8951,802
収納,"しゅうのう",読みを入力してください,8959,667
体中,"からだじゅう",読みを入力してください,8961,33
女優,"じょゆう",読みを入力してください,8963,142
獅子,"しし",読みを入力してください,8964,990
降伏,"こうふく",読みを入力してください,8967,714
水音,"みずおと",読みを入力してください,8969,156
姫様,"ひめさま",読みを入力してください,8970,350
子犬,"こいぬ",読みを入力してください,8973,428
回想,"かいそう",読みを入力してください,8975,166
系統,"けいとう",読みを入力してください,9004,833
勝者,"しょうしゃ",読みを入力してください,9005,82
四肢,"しし",読みを入力してください,9006,1030
強敵,"きょうてき",読みを入力してください,9007,207
謁見,"えっけん",読みを入力してください,9009,1128
素手,"すで",読みを入力してください,9010,166
分解,"ぶんかい",読みを入力してください,9012,83
出力,"しゅつりょく",読みを入力してください,9016,25
初恋,"はつこい",読みを入力してください,9018,322
殺到,"さっとう",読みを入力してください,9022,564
細身,"ほそみ",読みを入力してください,9025,316
冷気,"れいき",読みを入力してください,9026,251
凶暴,"きょうぼう",読みを入力してください,9027,1023
警護,"けいご",読みを入力してください,9028,401
声色,"こわいろ,せいしょく",読みを入力してください,9029,141
部品,"ぶひん",読みを入力してください,9030,203
機体,"きたい",読みを入力してください,9032,123
逡巡,"しゅんじゅん",読みを入力してください,9033,1822
悪役,"あくやく",読みを入力してください,9039,237
噴水,"ふんすい",読みを入力してください,9042,809
一際,"ひときわ",読みを入力してください,9046,214
星空,"ほしぞら",読みを入力してください,9048,334
特化,"とっか",読みを入力してください,9050,244
貫通,"かんつう",読みを入力してください,9052,680
捕獲,"ほかく",読みを入力してください,9056,940
愛撫,"あいぶ",読みを入力してください,9057,595
創造,"そうぞう",読みを入力してください,9058,981
蜘蛛,"くも,ちちゅ,ちちゅう,ちしゅ",読みを入力してください,9061,1998
粉砕,"ふんさい",読みを入力してください,9069,1311
生身,"しょうじん,なまみ",読みを入力してください,9075,53
早足,"はやあし",読みを入力してください,9078,150
目玉,"めだま",読みを入力してください,9079,367
楽園,"らくえん",読みを入力してください,9085,255
着信,"ちゃくしん",読みを入力してください,9086,140
悪党,"あくとう",読みを入力してください,9102,554
旅館,"りょかん",読みを入力してください,9103,666
偽装,"ぎそう",読みを入力してください,9104,803
体型,"たいけい",読みを入力してください,9107,370
手綱,"たづな",読みを入力してください,9111,883
交差,"こうさ",読みを入力してください,9115,391
変形,"へんけい",読みを入力してください,9119,207
隊員,"たいいん",読みを入力してください,9120,289
幻影,"げんえい",読みを入力してください,9121,812
給仕,"きゅうじ",読みを入力してください,9122,550
近衛,"このえ",読みを入力してください,9127,402
不能,"ふのう",読みを入力してください,9130,135
酸素,"さんそ",読みを入力してください,9131,859
即死,"そくし",読みを入力してください,9133,613
刺繍,"ししゅう",読みを入力してください,9135,1504
融合,"ゆうごう",読みを入力してください,9141,738
取得,"とりえ,しゅとく",読みを入力してください,9142,166
半身,"はんしん,はんみ",読みを入力してください,9145,202
廃墟,"はいきょ",読みを入力してください,9149,1857
祭壇,"さいだん",読みを入力してください,9150,1144
片腕,"かたうで",読みを入力してください,9151,507
数値,"すうち",読みを入力してください,9152,449
道場,"どうじょう",読みを入力してください,9153,106
死骸,"しがい",読みを入力してください,9156,915
封鎖,"ふうさ",読みを入力してください,9158,1212
健気,"けなげ",読みを入力してください,9159,511
隣国,"りんごく,りんこく",読みを入力してください,9160,401
人体,"じんたい,じんてい,にんてい",読みを入力してください,9161,22
対戦,"たいせん",読みを入力してください,9166,83
自我,"じが",読みを入力してください,9167,126
眼球,"がんきゅう",読みを入力してください,9172,584
第五,"だいご",読みを入力してください,9175,403
返信,"へんしん",読みを入力してください,9177,159
脱力,"だつりょく",読みを入力してください,9179,390
宮廷,"きゅうてい",読みを入力してください,9205,1063
砂浜,"すなはま",読みを入力してください,9206,949
細胞,"さいぼう,さいほう",読みを入力してください,9208,1098
死角,"しかく",読みを入力してください,9210,453
勝敗,"しょうはい",読みを入力してください,9213,394
階下,"かいか",読みを入力してください,9214,294
婚姻,"こんいん",読みを入力してください,9215,1274
十歳,"じゅっさい,じっさい",読みを入力してください,9216,424
校長,"こうちょう",読みを入力してください,9218,124
魔道,"まどう",読みを入力してください,9219,107
両肩,"りょうかた,りょうけん",読みを入力してください,9220,531
地形,"ちけい,じぎょう",読みを入力してください,9223,205
香水,"こうずい,こうすい",読みを入力してください,9225,434
刀身,"とうしん",読みを入力してください,9226,458
近隣,"きんりん",読みを入力してください,9227,425
一組,"ひとくみ,いちくみ",読みを入力してください,9229,159
敬礼,"けいれい",読みを入力してください,9233,754
万一,"まんいち,ばんいち,まんいつ,ばんいつ",読みを入力してください,9234,188
鼻息,"はないき,びそく",読みを入力してください,9239,586
怒声,"どせい",読みを入力してください,9241,266
判別,"はんべつ",読みを入力してください,9244,319
微動,"びどう",読みを入力してください,9250,324
兵隊,"へいたい",読みを入力してください,9251,377
拡散,"かくさん",読みを入力してください,9254,943
応答,"おうとう",読みを入力してください,9255,303
御用,"ごよう",読みを入力してください,9258,293
損傷,"そんしょう",読みを入力してください,9259,800
強度,"きょうど",読みを入力してください,9261,78
視覚,"しかく",読みを入力してください,9263,215
衛兵,"えいへい",読みを入力してください,9267,530
毛皮,"けがわ,もうひ",読みを入力してください,9268,983
洗脳,"せんのう",読みを入力してください,9269,857
無残,"むざん",読みを入力してください,9270,124
鈍感,"どんかん",読みを入力してください,9272,766
別荘,"べっそう",読みを入力してください,9273,960
端末,"たんまつ",読みを入力してください,9274,632
両目,"りょうめ",読みを入力してください,9276,218
軍団,"ぐんだん",読みを入力してください,9303,347
障壁,"しょうへき",読みを入力してください,9304,872
門番,"もんばん",読みを入力してください,9305,373
山道,"やまみち,さんどう,せんどう",読みを入力してください,9312,167
恍惚,"こうこつ",読みを入力してください,9313,1980
小指,"こゆび",読みを入力してください,9314,151
領土,"りょうど",読みを入力してください,9317,578
付与,"ふよ",読みを入力してください,9320,380
重傷,"じゅうしょう,おもで",読みを入力してください,9331,349
首輪,"くびわ",読みを入力してください,9332,585
村長,"そんちょう,むらおさ",読みを入力してください,9335,245
異質,"いしつ",読みを入力してください,9336,480
高位,"こうい",読みを入力してください,9341,209
補佐,"ほさ",読みを入力してください,9343,806
面接,"めんせつ",読みを入力してください,9344,329
留学,"りゅうがく",読みを入力してください,9348,442
伝承,"でんしょう",読みを入力してください,9350,629
隔離,"かくり",読みを入力してください,9352,938
石畳,"いしだたみ",読みを入力してください,9354,1001
援軍,"えんぐん",読みを入力してください,9359,497
子猫,"こねこ",読みを入力してください,9361,429
赤子,"あかご,せきし",読みを入力してください,9364,187
真下,"ました",読みを入力してください,9365,85
編集,"へんしゅう",読みを入力してください,9366,575
迷子,"まいご",読みを入力してください,9369,261
撃破,"げきは",読みを入力してください,9370,313
継承,"けいしょう",読みを入力してください,9372,938
至急,"しきゅう",読みを入力してください,9375,617
同胞,"どうほう,どうぼう,はらから",読みを入力してください,9376,856
合宿,"がっしゅく",読みを入力してください,9377,314
目尻,"めじり",読みを入力してください,9381,493
腕力,"わんりょく,うでぢから",読みを入力してください,9382,242
裏手,"うらて",読みを入力してください,9401,252
各種,"かくしゅ",読みを入力してください,9407,743
老婆,"ろうば",読みを入力してください,9417,1302
進学,"しんがく",読みを入力してください,9419,179
論理,"ろんり",読みを入力してください,9420,304
防具,"ぼうぐ",読みを入力してください,9422,599
感慨,"かんがい",読みを入力してください,9425,1105
名刺,"めいし",読みを入力してください,9428,397
月光,"げっこう",読みを入力してください,9429,176
特製,"とくせい",読みを入力してください,9434,577
遺産,"いさん",読みを入力してください,9436,677
冷酷,"れいこく",読みを入力してください,9442,810
子息,"しそく",読みを入力してください,9444,149
哲学,"てつがく",読みを入力してください,9449,953
心外,"しんがい",読みを入力してください,9452,80
花束,"はなたば",読みを入力してください,9454,434
危惧,"きぐ",読みを入力してください,9455,1452
空白,"くうはく",読みを入力してください,9456,171
背丈,"せたけ,せいたけ",読みを入力してください,9457,248
燃料,"ねんりょう",読みを入力してください,9458,682
雑草,"ざっそう",読みを入力してください,9460,793
生気,"せいき",読みを入力してください,9464,15
野生,"やせい",読みを入力してください,9466,119
帝都,"ていと",読みを入力してください,9468,446
数歩,"すうほ",読みを入力してください,9470,232
診察,"しんさつ",読みを入力してください,9471,870
正門,"せいもん",読みを入力してください,9472,365
陰謀,"いんぼう",読みを入力してください,9477,1209
窮地,"きゅうち",読みを入力してください,9503,991
城内,"じょうない",読みを入力してください,9504,288
亡霊,"ぼうれい",読みを入力してください,9505,686
部署,"ぶしょ",読みを入力してください,9515,641
派閥,"はばつ",読みを入力してください,9516,1322
反乱,"はんらん",読みを入力してください,9518,468
変貌,"へんぼう",読みを入力してください,9519,900
大剣,"たいけん",読みを入力してください,9522,177
手下,"てした,てか",読みを入力してください,9524,31
大概,"たいがい",読みを入力してください,9525,725
血筋,"ちすじ",読みを入力してください,9527,533
文学,"ぶんがく",読みを入力してください,9528,172
宿命,"しゅくめい",読みを入力してください,9536,398
家臣,"かしん",読みを入力してください,9539,673
御者,"ぎょしゃ",読みを入力してください,9541,250
九時,"くじ",読みを入力してください,9542,481
役員,"やくいん",読みを入力してください,9543,294
劇場,"げきじょう",読みを入力してください,9544,563
極限,"きょくげん",読みを入力してください,9545,454
家柄,"いえがら",読みを入力してください,9547,555
九十,"きゅうじゅう,くじゅう",読みを入力してください,9551,604
保険,"ほけん",読みを入力してください,9552,437
初代,"しょだい",読みを入力してください,9557,146
視力,"しりょく",読みを入力してください,9559,146
常人,"じょうじん",読みを入力してください,9560,181
粒子,"りゅうし",読みを入力してください,9564,819
三時,"さんじ",読みを入力してください,9565,112
悠然,"ゆうぜん",読みを入力してください,9566,927
沸騰,"ふっとう",読みを入力してください,9568,2074
獣人,"じゅうじん,けものびと",読みを入力してください,9574,358
陽光,"ようこう",読みを入力してください,9575,533
急所,"きゅうしょ",読みを入力してください,9576,185
桃色,"ももいろ",読みを入力してください,9577,856
部位,"ぶい",読みを入力してください,9578,185
悠長,"ゆうちょう",読みを入力してください,9603,885
先方,"さきがた,せんぽう,さきかた",読みを入力してください,9607,34
競技,"きょうぎ",読みを入力してください,9612,805
養子,"ようし",読みを入力してください,9613,555
製作,"せいさく",読みを入力してください,9614,483
淑女,"しゅくじょ",読みを入力してください,9618,1157
分身,"ぶんしん,ふんじん",読みを入力してください,9622,47
朦朧,"もうろう",読みを入力してください,9624,2397
威圧,"いあつ",読みを入力してください,9625,897
直視,"ちょくし",読みを入力してください,9630,207
食糧,"しょくりょう",読みを入力してください,9632,1041
校庭,"こうてい",読みを入力してください,9635,528
外套,"がいとう",読みを入力してください,9638,1240
静止,"せいし",読みを入力してください,9641,343
入力,"にゅうりょく",読みを入力してください,9642,38
枕元,"まくらもと",読みを入力してください,9644,938
球体,"きゅうたい",読みを入力してください,9648,269
巡回,"じゅんかい",読みを入力してください,9650,581
美術,"びじゅつ",読みを入力してください,9651,255
転送,"てんそう",読みを入力してください,9652,310
今宵,"こよい",読みを入力してください,9656,973
同期,"どうき",読みを入力してください,9658,181
賞賛,"しょうさん",読みを入力してください,9660,1146
小物,"こもの",読みを入力してください,9663,84
輸送,"ゆそう",読みを入力してください,9665,910
湯船,"ゆぶね",読みを入力してください,9666,813
彫刻,"ちょうこく",読みを入力してください,9668,1302
奇怪,"きかい,きっかい",読みを入力してください,9675,670
物陰,"ものかげ",読みを入力してください,9702,522
結合,"けつごう",読みを入力してください,9704,80
善意,"ぜんい",読みを入力してください,9707,617
火力,"かりょく",読みを入力してください,9710,199
点数,"てんすう",読みを入力してください,9711,229
余程,"よほど",読みを入力してください,9714,449
手近,"てぢか,てじか",読みを入力してください,9715,72
送信,"そうしん",読みを入力してください,9718,238
地帯,"ちたい",読みを入力してください,9719,335
専属,"せんぞく",読みを入力してください,9720,871
機構,"きこう",読みを入力してください,9726,257
呼応,"こおう",読みを入力してください,9727,223
靴下,"くつした",読みを入力してください,9732,670
口内,"こうない",読みを入力してください,9739,128
死刑,"しけい",読みを入力してください,9740,473
片目,"めっかち,かため",読みを入力してください,9742,301
大柄,"おおへい,おおがら",読みを入力してください,9743,521
楽勝,"らくしょう",読みを入力してください,9744,129
怒号,"どごう",読みを入力してください,9746,497
操縦,"そうじゅう",読みを入力してください,9748,1171
士気,"しき",読みを入力してください,9750,97
直々,"なおなお,じきじき",読みを入力してください,9751,163
商業,"しょうぎょう",読みを入力してください,9752,414
補足,"ほそく",読みを入力してください,9753,484
連合,"れんごう",読みを入力してください,9761,89
資質,"ししつ",読みを入力してください,9764,581
昼飯,"ひるめし,ちゅうはん,ひるはん",読みを入力してください,9765,624
音色,"ねいろ,おんしょく",読みを入力してください,9766,157
家畜,"かちく",読みを入力してください,9767,931
八時,"はちじ",読みを入力してください,9768,350
顧問,"こもん",読みを入力してください,9769,941
軽口,"かるくち",読みを入力してください,9773,337
十九,"じゅうきゅう",読みを入力してください,9777,604
元凶,"げんきょう",読みを入力してください,9781,801
喪失,"そうしつ",読みを入力してください,9782,1040
胸中,"きょうちゅう",読みを入力してください,9784,237
芝生,"しばふ",読みを入力してください,9801,728
常連,"じょうれん",読みを入力してください,9802,250
疲弊,"ひへい",読みを入力してください,9803,1259
十時,"じゅうじ",読みを入力してください,9804,146
水滴,"すいてき",読みを入力してください,9806,946
戦況,"せんきょう",読みを入力してください,9808,321
容器,"ようき",読みを入力してください,9812,457
大国,"たいこく",読みを入力してください,9815,44
簡素,"かんそ",読みを入力してください,9817,505
義母,"ぎぼ,はは",読みを入力してください,9819,342
侵略,"しんりゃく",読みを入力してください,9820,1038
一理,"いちり",読みを入力してください,9822,30
真横,"まよこ",読みを入力してください,9825,286
無線,"むせん",読みを入力してください,9827,144
矢先,"やさき",読みを入力してください,9828,510
爆破,"ばくは",読みを入力してください,9831,463
狙撃,"そげき",読みを入力してください,9834,458
西洋,"せいよう",読みを入力してください,9838,823
賢者,"けんじゃ,けんしゃ",読みを入力してください,9840,689
先刻,"せんこく",読みを入力してください,9842,369
数多,"すうた,あまた",読みを入力してください,9844,199
昨年,"さくねん",読みを入力してください,9845,209
幼女,"ようじょ",読みを入力してください,9848,474
黒幕,"くろまく",読みを入力してください,9851,710
上達,"じょうたつ",読みを入力してください,9856,56
六時,"ろくじ",読みを入力してください,9859,425
奇遇,"きぐう",読みを入力してください,9860,1094
身柄,"みがら",読みを入力してください,9861,560
山々,"やまやま",読みを入力してください,9864,180
無垢,"むく",読みを入力してください,9866,1016
奥底,"おくそこ,おうてい",読みを入力してください,9874,635
鮮血,"せんけつ",読みを入力してください,9876,777
大差,"たいさ",読みを入力してください,9877,205
長居,"ながい",読みを入力してください,9878,236
建前,"たてまえ",読みを入力してください,9888,390
編成,"へんせい",読みを入力してください,9903,550
八月,"はちがつ",読みを入力してください,9905,382
作動,"さどう",読みを入力してください,9917,66
号令,"ごうれい",読みを入力してください,9918,579
因果,"いんが",読みを入力してください,9919,591
射程,"しゃてい",読みを入力してください,9921,581
精鋭,"せいえい",読みを入力してください,9922,803
滅亡,"めつぼう",読みを入力してください,9924,729
愛液,"あいえき",読みを入力してください,9926,494
満喫,"まんきつ",読みを入力してください,9930,1001
鋼鉄,"こうてつ",読みを入力してください,9934,1146
達人,"たつじん",読みを入力してください,9935,46
蒼白,"そうはく",読みを入力してください,9938,872
中枢,"ちゅうすう",読みを入力してください,9941,1058
尚更,"なおさら",読みを入力してください,9942,1138
議員,"ぎいん",読みを入力してください,9952,284
互角,"ごかく",読みを入力してください,9954,783
従順,"じゅうじゅん",読みを入力してください,9955,864
膣内,"ちつない",読みを入力してください,9961,755
強盗,"ごうとう",読みを入力してください,9962,480
斜面,"しゃめん",読みを入力してください,9965,918
外壁,"がいへき,そとかべ",読みを入力してください,9969,387
小川,"おがわ",読みを入力してください,9975,202
二月,"にがつ,ふたつき",読みを入力してください,9976,87
荒野,"こうや,あれの,あらの",読みを入力してください,9985,555
文面,"ぶんめん",読みを入力してください,10002,193
主婦,"しゅふ",読みを入力してください,10005,608
憤怒,"ふんぬ,ふんど",読みを入力してください,10006,1175
砲撃,"ほうげき",読みを入力してください,10010,639
悪寒,"おかん",読みを入力してください,10011,519
作法,"さほう,さくほう",読みを入力してください,10014,119
光線,"こうせん",読みを入力してください,10023,251
義父,"ぎふ",読みを入力してください,10034,325
大粒,"おおつぶ",読みを入力してください,10035,812
裕福,"ゆうふく",読みを入力してください,10039,798
生憎,"あいにく",読みを入力してください,10040,600
性欲,"せいよく",読みを入力してください,10041,239
院長,"いんちょう",読みを入力してください,10046,227
半月,"はんげつ,はんつき",読みを入力してください,10049,204
大方,"おおかた",読みを入力してください,10051,19
暗示,"あんじ",読みを入力してください,10060,579
増幅,"ぞうふく",読みを入力してください,10065,979
両脇,"りょうわき",読みを入力してください,10067,893
車輪,"しゃりん",読みを入力してください,10068,541
口角,"こうかく",読みを入力してください,10070,461
激怒,"げきど",読みを入力してください,10071,508
昔話,"むかしばなし",読みを入力してください,10072,330
紅潮,"こうちょう",読みを入力してください,10075,1231
続行,"ぞっこう",読みを入力してください,10106,96
指令,"しれい",読みを入力してください,10108,405
迷路,"めいろ",読みを入力してください,10111,527
発音,"はつおん",読みを入力してください,10112,110
協会,"きょうかい",読みを入力してください,10115,373
学期,"がっき",読みを入力してください,10116,185
演劇,"えんげき",読みを入力してください,10118,828
味見,"あじみ",読みを入力してください,10120,51
聡明,"そうめい",読みを入力してください,10122,1207
経路,"けいろ",読みを入力してください,10123,451
一閃,"いっせん",読みを入力してください,10124,907
範疇,"はんちゅう",読みを入力してください,10126,1965
浮上,"ふじょう",読みを入力してください,10127,207
海賊,"かいぞく",読みを入力してください,10128,649
高揚,"こうよう",読みを入力してください,10131,700
収束,"しゅうそく",読みを入力してください,10133,555
青色,"あおいろ,せいしょく",読みを入力してください,10135,325
正月,"しょうがつ",読みを入力してください,10138,128
神秘,"しんぴ",読みを入力してください,10140,397
主任,"しゅにん",読みを入力してください,10141,244
隠蔽,"いんぺい",読みを入力してください,10142,1325
喉元,"のどもと",読みを入力してください,10146,697
翻訳,"ほんやく",読みを入力してください,10147,1054
工作,"こうさく",読みを入力してください,10148,327
戦車,"せんしゃ",読みを入力してください,10149,144
寝坊,"ねぼう",読みを入力してください,10154,597
人工,"じんこう",読みを入力してください,10155,288
満月,"まんげつ",読みを入力してください,10157,271
入浴,"にゅうよく",読みを入力してください,10165,576
証人,"しょうにん",読みを入力してください,10166,246
七時,"しちじ",読みを入力してください,10167,438
宴会,"えんかい",読みを入力してください,10171,832
噂話,"うわさばなし",読みを入力してください,10172,553
谷間,"たにま,たにあい",読みを入力してください,10174,354
樹木,"じゅもく",読みを入力してください,10175,635
超越,"ちょうえつ",読みを入力してください,10176,547
甲板,"こういた,かんぱん,こうはん",読みを入力してください,10181,944
出撃,"しゅつげき",読みを入力してください,10203,98
捕縛,"ほばく",読みを入力してください,10204,955
下級,"かきゅう",読みを入力してください,10205,363
武力,"ぶりょく",読みを入力してください,10209,259
薄々,"うすうす",読みを入力してください,10211,831
報復,"ほうふく",読みを入力してください,10212,393
気質,"きしつ,かたぎ",読みを入力してください,10214,245
内面,"ないめん,うちづら",読みを入力してください,10218,127
褒美,"ほうび",読みを入力してください,10220,649
救助,"きゅうじょ",読みを入力してください,10225,432
教官,"きょうかん",読みを入力してください,10226,310
善良,"ぜんりょう",読みを入力してください,10231,665
七月,"しちがつ,なながつ",読みを入力してください,10232,470
禁忌,"きんき",読みを入力してください,10233,1313
宣告,"せんこく",読みを入力してください,10234,784
部類,"ぶるい",読みを入力してください,10240,345
颯爽,"さっそう",読みを入力してください,10244,2002
忍者,"にんじゃ",読みを入力してください,10247,570
挙句,"あげく",読みを入力してください,10253,987
質量,"しつりょう",読みを入力してください,10254,543
鼓膜,"こまく",読みを入力してください,10256,1603
丁重,"ていちょう",読みを入力してください,10263,574
対価,"たいか",読みを入力してください,10266,407
寝息,"ねいき",読みを入力してください,10275,263
刺客,"しかく,しきゃく,せっかく,せきかく",読みを入力してください,10276,581
兵力,"へいりょく",読みを入力してください,10277,213
雑用,"ざつよう,ぞうよう",読みを入力してください,10305,468
捕虜,"ほりょ",読みを入力してください,10306,1339
空港,"くうこう",読みを入力してください,10308,553
惨状,"さんじょう",読みを入力してください,10309,905
夜会,"やかい",読みを入力してください,10310,135
特技,"とくぎ",読みを入力してください,10313,386
野望,"やぼう",読みを入力してください,10315,288
量産,"りょうさん",読みを入力してください,10316,558
形容,"けいよう",読みを入力してください,10318,420
占拠,"せんきょ",読みを入力してください,10322,994
旋回,"せんかい",読みを入力してください,10324,903
嬉々,"きき",読みを入力してください,10325,519
簡易,"かんい",読みを入力してください,10327,954
論文,"ろんぶん",読みを入力してください,10330,411
憤慨,"ふんがい",読みを入力してください,10332,2026
出勤,"しゅっきん",読みを入力してください,10335,536
花弁,"はなびら,かべん",読みを入力してください,10336,484
感性,"かんせい",読みを入力してください,10338,81
牢獄,"ろうごく",読みを入力してください,10342,1423
雷鳴,"らいめい",読みを入力してください,10343,797
退学,"たいがく",読みを入力してください,10344,310
鉛筆,"えんぴつ",読みを入力してください,10346,1694
散乱,"さんらん",読みを入力してください,10347,614
入室,"にゅうしつ,にっしつ",読みを入力してください,10353,166
街灯,"がいとう",読みを入力してください,10355,856
拡張,"かくちょう",読みを入力してください,10358,721
伝達,"でんたつ",読みを入力してください,10362,164
天地,"てんち,あめつち",読みを入力してください,10364,148
中継,"ちゅうけい,なかつぎ",読みを入力してください,10366,441
会談,"かいだん",読みを入力してください,10369,264
軍事,"ぐんじ",読みを入力してください,10371,165
最早,"もはや",読みを入力してください,10372,98
貴殿,"きでん",読みを入力してください,10373,325
攻防,"こうぼう",読みを入力してください,10378,496
栄光,"えいこう",読みを入力してください,10379,700
損害,"そんがい",読みを入力してください,10380,825
脱走,"だっそう",読みを入力してください,10381,535
激昂,"げっこう,げきこう",読みを入力してください,10405,1328
入場,"にゅうじょう",読みを入力してください,10406,47
坂道,"さかみち",読みを入力してください,10408,573
役職,"やくしょく",読みを入力してください,10410,495
家系,"かけい,いえけい",読みを入力してください,10413,432
好機,"こうき",読みを入力してください,10417,150
喧騒,"けんそう",読みを入力してください,10420,1089
殺戮,"さつりく",読みを入力してください,10421,1350
審判,"しんぱん,しんばん",読みを入力してください,10423,789
民族,"みんぞく",読みを入力してください,10426,342
五時,"ごじ",読みを入力してください,10427,278
木箱,"きばこ",読みを入力してください,10428,654
名物,"めいぶつ",読みを入力してください,10430,79
激情,"げきじょう",読みを入力してください,10431,347
長々,"ながなが",読みを入力してください,10432,61
一国,"いっこく",読みを入力してください,10434,42
童貞,"どうてい",読みを入力してください,10436,1561
構図,"こうず",読みを入力してください,10439,465
持参,"じさん",読みを入力してください,10441,253
稲妻,"いなずま,いなづま",読みを入力してください,10442,1234
噴出,"ふんしゅつ",読みを入力してください,10444,711
最奥,"さいおう,さいおく",読みを入力してください,10447,265
適性,"てきせい",読みを入力してください,10448,471
呑気,"のんき",読みを入力してください,10449,664
壇上,"だんじょう",読みを入力してください,10450,827
