Question,Answers,Comment,Freq,Instructions,Render as
小__賢__しい，__賢__しい,さか,"［賢］三級
音: ケン／ゲン 訓: かしこ・い
意味: 才智に富むさま、才能豊かなさま、またそのような人。
相手(特に同輩や後輩)や相手に関することをいう語の頭に付けて敬意の意味を表す、自分に関することに謙遜の意を表すのは「愚」、相手の弟を「賢弟」、自分の弟を「愚弟」というなど。",賢 → JPDB Kanji Freq: 1341,漢字の読みを入力してください,Text
__徹__す,とお,"［徹］凖二級
音: テツ／テチ 訓: とお・る
意味: 貫(つらぬ)く、突き通す、突き抜ける。
取り去る、取り除く、同「撤」。
周代(前11世紀～前256年)の税法、耕作地百畝からの収穫物のうち十畝分を税として徴収した、徹法(テッポウ)という。",徹 → JPDB Kanji Freq: 1338,漢字の読みを入力してください,Text
"__拒__む
求められても受け入れない気持ちをあらわす。ことわる。
「申し出を━・受け取りを━」",こば,"［拒］凖二級
音: キョ／ゴ 訓: こば・む
意味: 間隔が狭まらないように押し止める、近づこうとするものを阻(はば)む。
受け入れない。",拒 → JPDB Kanji Freq: 1337,漢字の読みを入力してください,Text
__縄__，__縄__張,なわ,"［縄］七級
音: ショウ／ジョウ 訓: なわ
意味: 何本かの藁(わら)・糸・紐(ひも)などを捩(ねじ)りながら長くしたもの、ロープrope、一般には「紐」よりも太く「綱(つな)」よりも細く粗いもの。
墨糸(すみいと、墨を含ませ直線を描く糸)、大工道具の一つ、繩墨(ジョウボク)。
(直線が大工作業で規準となることから)規準、基準。
(墨繩で描かれた線のように)まっすくにする、曲がりや歪みなどを正す、誤りを糺(ただ)す。",縄 → JPDB Kanji Freq: 1334,漢字の読みを入力してください,Text
__雅__，__雅__やか,みやび,"［雅］四級
音: ガ／ゲ 訓: みやび
意味: 正統な、由緒(ユイショ)正しい。
上品な、上品で優美な。
もとより、平素から。
カラス烏・鴉、カラス科カラス属の鳥、また同属の鳥の称、同「鴉」「烏」。",雅 → JPDB Kanji Freq: 1333,漢字の読みを入力してください,Text
__銭__，__銭__入れ，小__銭__,ぜに,"［銭］五級
音: セン／ゼン 訓: ぜに
意味: 貨幣、特に銅貨(価値の低い貨幣)、貨幣の総称。
重量の単位、1両=10銭、1銭=10分{各種単位}。
刃を取り付けたシャベルshovel状の農具、同「銚」。
日貨幣の単位、1銭=1/100円",銭 → JPDB Kanji Freq: 1332,漢字の読みを入力してください,Text
__膨__れる，__膨__よか，青__膨__れ，__膨__らむ，__膨__らみ,ふく,"［膨］三級
音: ホウ／ビョウ／ボウ 訓: ふく・れる／ふく・らむ
意味: 腹が大きく突き出る、内側から外に向かって張り出す、同「𤺬」。
体積や程度が大きくなる、膨張(ボウチョウ)。",膨 → JPDB Kanji Freq: 1331,漢字の読みを入力してください,Text
__泥__，__泥__沼，__泥__棒,どろ,"［泥］凖二級
音: デイ／ナイ 訓: どろ／なず・む
意味: 水を含んだ土、同「埿」「淖」「𥩥」。
どろっとした、どろどろした、またそのようなもの。
(泥に足を取られて)動けない、囚(とら)われて抜け出せない、拘(こだわ)る、拘泥(コウデイ)。",泥 → JPDB Kanji Freq: 1329,漢字の読みを入力してください,Text
"__泥__む｟自五｠，暮れ__泥__む
〔文〕①こだわる。ひっかかる。
「旧習に━」
②さまたげられて進まない。とどこおる。☞暮れなずむ。
③なれ親しむ。なじむ。",なず,"［泥］凖二級
音: デイ／ナイ 訓: どろ／なず・む
意味: 水を含んだ土、同「埿」「淖」「𥩥」。
どろっとした、どろどろした、またそのようなもの。
(泥に足を取られて)動けない、囚(とら)われて抜け出せない、拘(こだわ)る、拘泥(コウデイ)。",泥 → JPDB Kanji Freq: 1329,漢字の読みを入力してください,Text
__挟__む，__挟__まる,はさ,"［挟］凖二級
音: キョウ／ギョウ 訓: はさ・む／はさ・まる
意味: ものを腋(わき)の下に入れ腕を降ろし脇腹との間で押さえる、両側から(落ちないように)押さえ支える、同「夾」。
両側から押え付けて動かないようにする。
両側から押え付けて身動きができないようにする、強く迫(せま)る。",挟 → JPDB Kanji Freq: 1327,漢字の読みを入力してください,Text
"__摘__む，__摘__み草
❶ 指先などでつまんで取る。例: 花を摘む。
❷ はさみなどで切る。例: かみの毛を摘む。",つ,"［摘］四級
音: テキ／タク／チャク 訓: つ・む／つま・む
意味: 指や箸などの先で掴(つか)む。
指や箸などの先で掴み取る、また掴んで千切(ちぎ)り取る。
一部分(或いは必要な部分)を選び取る。",摘 → JPDB Kanji Freq: 1325,漢字の読みを入力してください,Text
"__摘__む，掻い__摘__む
❶ 指先ではさむ。例: 鼻を摘む。
❷ たいせつな部分をとり出す。例: ニュースの要点を摘んで話す。
❸ 取って食べる。例: すしを摘む。",つま,"［摘］四級
音: テキ／タク／チャク 訓: つ・む／つま・む
意味: 指や箸などの先で掴(つか)む。
指や箸などの先で掴み取る、また掴んで千切(ちぎ)り取る。
一部分(或いは必要な部分)を選び取る。",摘 → JPDB Kanji Freq: 1325,漢字の読みを入力してください,Text
__述__べる,の,"［述］六級
音: シュツ／ジュツ／ズチ 訓: の・べる
意味: 既に道筋が付いているものや頼りになるものに沿って行く、先例などに従う、同「循」。
先人の事績を受け継ぎ伝える、そのために文章に書き表す、或いは言葉で言い表す。
考えや思いを書き表す、或いは言い表す、同「術」「𠰲」。",述 → JPDB Kanji Freq: 1321,漢字の読みを入力してください,Text
__譲__る，親__譲__り,ゆず,"［譲］三級
音: ジョウ／ニョウ 訓: ゆず・る
意味: 自ら退(しりぞ)き他人を先にする。
位・場所・立場などから自ら退き空いたところを人に進める、対価を求めずに人に渡す。
控え目に(他人の先に出ることがないように)振る舞う。
きつく責(せ)める、咎(とが)める。",譲 → JPDB Kanji Freq: 1320,漢字の読みを入力してください,Text
__塞__ぐ，__塞__がる,ふさ,"［塞］二級
音: ソク／サイ 訓: ふさ・ぐ
意味: 隙間を埋める、空いている所に物を詰め込む、同「窒」。
ぎっしりと詰める、満たす。
隙間を埋めて行き来ができないようにする。
(道を塞いで外敵の侵入を防ぐための)砦。
険要ケンヨウの地。",塞 → JPDB Kanji Freq: 1319,漢字の読みを入力してください,Text
"__塞__く・堰く，__塞__き止める
〔流れなどを〕さえぎり止める。
「今まで心地よく流れていた談話が急に塞き止められた」
「伝染病の蔓延を━」",せ,"［塞］二級
音: ソク／サイ 訓: ふさ・ぐ
意味: 隙間を埋める、空いている所に物を詰め込む、同「窒」。
ぎっしりと詰める、満たす。
隙間を埋めて行き来ができないようにする。
(道を塞いで外敵の侵入を防ぐための)砦。
険要ケンヨウの地。",塞 → JPDB Kanji Freq: 1319,漢字の読みを入力してください,Text
__粉__，__粉__雪,こな,"［粉］六級
音: フン 訓: こな／こ
意味: 穀物を細(こま)かく砕(くだ)いたもの、粒(リュウ)(つぶ)」よりも更に細かいもの、またそのような形状のもの。
砕いて小さく細かくする、またそのようにしたもの、、粉末(フンマツ)。
白い、また細かく(粉状の)白いもの、、白粉(ハクフン)(おしろい)」。",粉 → JPDB Kanji Freq: 1317,漢字の読みを入力してください,Text
__粉__，小麦__粉__,こ,"［粉］六級
音: フン 訓: こな／こ
意味: 穀物を細(こま)かく砕(くだ)いたもの、粒(リュウ)(つぶ)」よりも更に細かいもの、またそのような形状のもの。
砕いて小さく細かくする、またそのようにしたもの、、粉末(フンマツ)。
白い、また細かく(粉状の)白いもの、、白粉(ハクフン)(おしろい)」。",粉 → JPDB Kanji Freq: 1317,漢字の読みを入力してください,Text
__唱__える,とな,"［唱］七級
音: ショウ 訓: とな・える
意味: (多人数で声を合わせる際に)まず一人が最初に発声する、音頭(おんど)を取る、唱和・倡和(ショウワ)(まず一人が発声し残りの者がそれに続いて声を合わせること)」、同「誯」「倡」「𪛋」。
歌う。",唱 → JPDB Kanji Freq: 1316,漢字の読みを入力してください,Text
__縛__る，金__縛__り,しば,"［縛］三級
音: ハク／バク 訓: しば・る／いまし・める
意味: ずれたり外(はず)れたり緩(ゆる)んだりしないようにぴったりと巻き付ける、またその紐や縄など。
しっかり巻き付けて動かないようにする、拘束する、束縛(ソクバク)。",縛 → JPDB Kanji Freq: 1315,漢字の読みを入力してください,Text
__卵__，__卵__焼き，ゆで__卵__，生__卵__，__卵__の殻,たまご,"［卵］五級
音: ラン 訓: たまご
意味: 母乳で育てない動物が体外に産み出し、それが孵化 (ふか)して子になるもの。
子を産むための雌また牝の生殖細胞。
未熟なさま、「殻を破れない」「本来の姿までには成長していない」の意。",卵 → JPDB Kanji Freq: 1314,漢字の読みを入力してください,Text
__曇__る，__曇__り,くも,"［曇］四級
音: タン／ドン 訓: くもり／くも・る
意味: 雲が広がる、空が雲に覆われる{曇}。
日日光が雲に遮られる、光が少なくはっきり見えない、ぼんやりする、すっきりしない。",曇 → JPDB Kanji Freq: 1309,漢字の読みを入力してください,Text
__揚__げる，荷__揚__げ，__揚__がる,あ,"［揚］三級
音: ヨウ 訓: あ・がる
意味: 高く上がる、高く上げる。
(気持ちや声などが)高まる、高める。
(名前や評判などが)高まり広まる、広く伝わる。
日熱した油の中に食材を入れて調理する。",揚 → JPDB Kanji Freq: 1308,漢字の読みを入力してください,Text
__砕__ける，__砕__く,くだ,"［砕］凖二級
音: サイ 訓: くだ・く／くだ・ける
意味: 塊(かたまり)や形を成しているものが粉々に(ばらばらに)なる、また粉々にする、細かく(小さく)割る、壊して細かくする、粉砕(フンサイ)。
細々(こまごま)している、纏(まと)まりがない。
細かくて煩(わずら)わしい、くどい、くだくだしい。",砕 → JPDB Kanji Freq: 1304,漢字の読みを入力してください,Text
__亀__，海__亀__，出歯__亀__,かめ,"［亀］二級
音: キ／キン／コン／キュウ／ク 訓: かめ
意味: 亀(カメ)、カメ目の動物の総称、同「𠃾」。
亀兹(キュウジ・キジ)、古国名、前3？世紀～11？世紀、現新疆ウイグル自治区庫車市一帯、同「𪚺兹」{漢(西漢、前漢)代}{新疆ウイグル自治区}。
かめ、部首名。",亀 → JPDB Kanji Freq: 1302,漢字の読みを入力してください,Text
__腐__れ縁，後__腐__れ，ふて__腐__れる，__腐__る，__腐__らす,くさ,"［腐］四級
音: フ／ブ 訓: くさ・る
意味: (肉が)柔らかくなったり形が崩れたりする、また元の形でなくなる、朽(く)ちる。
食べられなくなる、用をなさなくなる。
古臭い。
男性の性器を切り落とす刑罰、宮刑(キュウケイ)。
日思うようにならず嫌になる。",腐 → JPDB Kanji Freq: 1301,漢字の読みを入力してください,Text
__齢__を重ねる,よわい,"［齢］四級
音: レイ／リョウ 訓: よわい
意味: 生まれてからの年(とし)の数、同「秢」。",齢 → JPDB Kanji Freq: 1300,漢字の読みを入力してください,Text
__筆__，__筆__先,ふで,"［筆］八級
音: ヒツ／ヒチ 訓: ふで
意味: 墨や絵の具を穂先に含ませて字を書いたり絵を描いたりする道具、またそれで字を書く、また絵を描く、またそれで書いた(描いた)字や絵。",筆 → JPDB Kanji Freq: 1299,漢字の読みを入力してください,Text
__癒__やす，__癒__える,い,"［癒］凖二級
音: ユ 訓: い・える／いや・す
意味: 肉体的・精神的な病(やまい)や傷が治(なお)る、また治す、同「瘉」。",癒 → JPDB Kanji Freq: 1298,漢字の読みを入力してください,Text
__豆__，__豆__粒，煮__豆__,まめ,"［豆］八級
音: トウ／ズ 訓: まめ
意味: 高坏たかつき、食物を盛る蓋(ふた)付き脚(あし)付きの器、同「䇺」{食器(豆・鋪)}。
マメ科の穀物の総称、またその実、またその形に似たもの。
中国戦国時代(前5世紀～前221年)の齊国(前386年～前221年)の容量の単位、1區=4豆、1豆=4升{各種単位}、但し時代によって違いがあり、西漢代(前202年～9年)では16黍=1豆、6豆=1銖。
まめ、まめへん、部首名",豆 → JPDB Kanji Freq: 1295,漢字の読みを入力してください,Text
__靴__，__靴__下，革__靴__,くつ,"［靴］凖二級
音: カ／ケ 訓: くつ
意味: (革製の履物で)踝(くるぶし)より上から足までを包む履物の総称、長靴、踝より上を覆わないものは「鞋」{服飾(履物)}。",靴 → JPDB Kanji Freq: 1294,漢字の読みを入力してください,Text
__免__れる,"まぬが,まぬか","［免］三級
音: ベン／メン 訓: まぬか・れる
意味: 取り除く、取り去る。
身に着けているものを脱(ぬ)ぐ。
逃(のが)れる、負うべき役目や義務などを負わずに済む、災いなどに遇わず済む。
許(ゆる)す、赦(ゆる)す、見逃(みのが)す、負うべき役目・義務・罪などを負わなくてよいと許す。
位階や役目を解(と)く。",免 → JPDB Kanji Freq: 1293,漢字の読みを入力してください,Text
__緩__やかだ，__緩__める，__緩__む，__緩__み，__緩__い,ゆる,"［緩］三級
音: カン／ガン 訓: ゆる・い／ゆる・やか／ゆる・む／ゆる・める
意味: ゆったりとした、きつくない。
張り詰めていた力や締め付けていた力を抜く。
負荷を軽くする、余裕を持たす。
ゆっくりした、鈍(のろ)い。",緩 → JPDB Kanji Freq: 1291,漢字の読みを入力してください,Text
"__則__る
〔文〕法則・手本としてしたがう。
「故実に━・先例に━」",のっと,"［則］六級
音: ソク 訓: のり／のっと・る／すなわ・ち
意味: のり、規範・基準となるもの、手本として倣(なら)うべきもの。
のっと・る、守るべき法律・規範・基準・手本などに従う。
すなわ・ち、「Ａ則Ｂ」の用法で、Ａ(原因や理由)であるならばＢ(Ａから導かれる結果や結論)、Ａ(行為など)であるならばつまりはＢ(Ａとは別の行為など)と同じ。",則 → JPDB Kanji Freq: 1290,漢字の読みを入力してください,Text
__机__，勉強__机__,つくえ,"［机］五級
音: キ 訓: つくえ
意味: つくえ、テーブルtable、同「几」。
木名、未詳、ニレ楡(ニレ科ニレ属の木)に似た木で、焼いたものを稲田の肥料にするという。
繁「機」",机 → JPDB Kanji Freq: 1287,漢字の読みを入力してください,Text
__浅__い，__浅__はか，__浅__瀬，遠__浅__,あさ,"［浅］七級
音: セン 訓: あさ・い
意味: 水面から底までの距離が小さい、深くない。
薄っぺらな、厚みがない、奥行きがない。
色などが薄い、或いは淡い、深みがない。
時間的に短い、あまり時間が経(た)っていない。",浅 → JPDB Kanji Freq: 1286,漢字の読みを入力してください,Text
__獲__る，__獲__物,え,"［獲］四級
音: カク／ワク 訓: え・る
意味: 狩りで鳥獣を殺し捕(と)る、また狩りで捕った鳥獣など、「獲物(えもの、中国では「猎物」)」、生きたまま捕(つか)まえるのは「虜」。
得る、手に入れる、獲得(カクトク)
簡「获」",獲 → JPDB Kanji Freq: 1285,漢字の読みを入力してください,Text
__釣__る，__釣__り，__釣__り合い,つ,"［釣］凖二級
音: チョウ 訓: つ・る／つり
意味: 鉤かぎ(先を曲げた金具)に引っ掛ける、また引っ掛けて魚を獲(と)る、同「魡」。
(餌をぶら下げて)誘(おび)き出す、誘き出して手に入れる。
吊(つ)る、吊り下げる。",釣 → JPDB Kanji Freq: 1284,漢字の読みを入力してください,Text
__貫__く,つらぬ,"［貫］三級
音: カン 訓: つらぬ・く／ぬき
意味: 反対側まで突き抜ける穴(孔)を開ける、穿(うが)つ。
始めから終わりまで途中で途切れることなく通す、また通っている。
途切れることなく繰り返し続いている慣(なら)わし、同「慣」。
代々住み続けている土地、出生地。
銭の孔に通す紐、紐を通して結わえた銭、銭の単位。
重量の単位{各種単位}。",貫 → JPDB Kanji Freq: 1281,漢字の読みを入力してください,Text
__誠__，__誠__に,まこと,"［誠］五級
音: セイ／ジョウ 訓: まこと／まこと・に
意味: 真心(まごころ)、真実シンジツ。
言行(ゲンコウ、言葉と行為・行動)に嘘偽(うそいつわ)りがない。
真(まこと)に、本当に、嘘偽りなく。",誠 → JPDB Kanji Freq: 1279,漢字の読みを入力してください,Text
__泳__ぐ，__泳__ぎ,およ,"［泳］八級
音: エイ／ヨウ 訓: およ・ぐ
意味: 水中に潜って進む、水の中を進む。",泳 → JPDB Kanji Freq: 1278,漢字の読みを入力してください,Text
__診__る,み,"［診］凖二級
音: シン／チン／ジン 訓: み・る
意味: 医者が(脈ミャクを取って)病状や健康状態よく調べる、またその原因を探(さぐ)る、同「𧦜」。
(状態を)よく見る、(その原因・理由を)よく調べる、同「𧠝」「覙」。",診 → JPDB Kanji Freq: 1275,漢字の読みを入力してください,Text
__鈴__，__鈴__を転がすよう，__鈴__木愛理,すず,"［鈴］凖二級
音: レイ／リョウ／リン 訓: すず
意味: 鐸タクの一種で、一般には鐸よりも小形のもの、揺らすことで内部に吊るした舌ゼツ(した)が揺れ、内壁にぶつかり音が出る{楽器(打楽器)}。
(鈴のような)「りんりん」「ちりんちりん」という音、またそのような音を出すもの。",鈴 → JPDB Kanji Freq: 1274,漢字の読みを入力してください,Text
__狭__める，__狭__まる,せば,"［狭］四級
音: キョウ／コウ／ギョウ 訓: せま・い／せば・まる／せば・める／さ
意味: 両側から挟(はさ)まれて空き(あき、幅、間隔)が小さい、また小さくなる、また小さくする。
心(度量)に幅がない(余裕がない)、また小さい。
幅や間隔が小さい。",狭 → JPDB Kanji Freq: 1273,漢字の読みを入力してください,Text
__狭__い，__狭__苦しい,せま,"［狭］四級
音: キョウ／コウ／ギョウ 訓: せま・い／せば・まる／せば・める／さ
意味: 両側から挟(はさ)まれて空き(あき、幅、間隔)が小さい、また小さくなる、また小さくする。
心(度量)に幅がない(余裕がない)、また小さい。
幅や間隔が小さい。",狭 → JPDB Kanji Freq: 1273,漢字の読みを入力してください,Text
__狩__る，__狩__り込み，__狩__り，ぶどう__狩__り,か,"［狩］四級
音: シュウ／シュ 訓: かり／か・る
意味: 周りを囲って狩猟犬を放ち鳥獣を追い詰め捕(と)らえる。
(天子や領主が)冬に行う猟リョウ、春は、蒐(シュウ)、獀ソウ」、夏は猫(ビョウ)、秋は獮(セン)、単に「狩りをする」の場合は「猟」を用いる。
獲物を捕らえる、征伐セイバツする。
君主が領地を巡察すること、、巡狩(ジュンシュウ)。",狩 → JPDB Kanji Freq: 1272,漢字の読みを入力してください,Text
__築__く，__築__き上げる,きず,"［築］六級
音: チク 訓: きず・く／つき
意味: 土を搗(つ)き固める、しっかりした土台を造(つく)る。
しっかりした土台の上に建造物を造る、またものを作り上げる。
簡「築」。",築 → JPDB Kanji Freq: 1271,漢字の読みを入力してください,Text
__添__える，__添__え手紙，__添__う，付き__添__う,そ,"［添］四級
音: テン 訓: そ・える
意味: 付け加える、付け足す。",添 → JPDB Kanji Freq: 1268,漢字の読みを入力してください,Text
__翼__，__翼__を広げる,つばさ,"［翼］四級
音: ヨク／イキ 訓: つばさ
意味: 鳥や虫の体から左右に伸び出ている空中を飛翔するための腕状の部分、本体から左右に伸び出ているものやその形状、同「𩙺」「䋚」「𦐂」「翅」。
(鳥の翼のように左右にあって)手や力を貸して支え助ける、同「翊」。
二十八宿南方朱雀スザクの一つ{二十八宿}。",翼 → JPDB Kanji Freq: 1267,漢字の読みを入力してください,Text
__紫__，__紫__色,むらさき,"［紫］四級
音: シ 訓: むらさき
意味: 赤味がかった青色、青味がかった赤色█。",紫 → JPDB Kanji Freq: 1266,漢字の読みを入力してください,Text
__廃__れる，__廃__る，はやり__廃__り,すた,"［廃］凖二級
音: ハイ／ホ 訓: すた・る
意味: 建物が傾(かたむ)き倒(たお)れる、崩(くず)れる。
(そこに住むことを)止(や)める、それまでしていたことを止める、使うことを止める。
すた・る、使えなくなる、使われなくなる、役に立たなくなる。
捨(す)てる、捨て置(お)く、放(ほう)って置く、放置ホウチする。",廃 → JPDB Kanji Freq: 1265,漢字の読みを入力してください,Text
__謎__，__謎__解き，__謎__掛け,なぞ,"［謎］二級
音: ベイ／マイ／メイ 訓: なぞ
意味: なぞなぞ、なぞなぞ遊び。
人を迷(まよ)わせる言葉、またそのようなこと。
どいう意味か(どう理解してよいか)分からないようなこと。",謎 → JPDB Kanji Freq: 1264,漢字の読みを入力してください,Text
__諸__々,もろ,"［諸］五級
音: ショ 訓: もろもろ／もろ
意味: 多くの、様々の。
これ、この、this、之於(シオ)、之乎(シコ)を「諸」一字で表したもの。",諸 → JPDB Kanji Freq: 1261,漢字の読みを入力してください,Text
__患__う，長__患__い,わずら,"［患］凖二級
音: カン／ゲン 訓: わずら・う／うれ・える
意味: 憂(うれ)える、悩み苦しむ。
悩みや苦しみを齎(もたら)す災難、禍(わざわい)。
病(や)む、病気になる。",患 → JPDB Kanji Freq: 1260,漢字の読みを入力してください,Text
__尊__ぶ，__尊__い,とうと,"［尊］五級
音: ソン 訓: とうと・ぶ／とうと・い／たっと・ぶ／たっと・い
意味: 身分・地位が高い、またそのような人、同「貴」。
上にあるさま、高いさま、低いのは「卑」。
重んじる、敬い大切にする、尊敬(ソンケイ)
「尊者(ソンジャ)」「尊父(ソンプ)」など言葉に冠し敬意を表す語、相手を高くする(立てる)語
神や先祖を祭ったり賓客ヒンキャクをもてなす際に用いる酒器、広く酒器(酒を入れる容器)を指す、同「𢍜」「樽」「罇」「墫」「𤮐」。",尊 → JPDB Kanji Freq: 1259,漢字の読みを入力してください,Text
〔文〕__尊__ぶ，__尊__い,たっと,"［尊］五級
音: ソン 訓: とうと・ぶ／とうと・い／たっと・ぶ／たっと・い
意味: 身分・地位が高い、またそのような人、同「貴」。
上にあるさま、高いさま、低いのは「卑」。
重んじる、敬い大切にする、尊敬(ソンケイ)
「尊者(ソンジャ)」「尊父(ソンプ)」など言葉に冠し敬意を表す語、相手を高くする(立てる)語
神や先祖を祭ったり賓客ヒンキャクをもてなす際に用いる酒器、広く酒器(酒を入れる容器)を指す、同「𢍜」「樽」「罇」「墫」「𤮐」。",尊 → JPDB Kanji Freq: 1259,漢字の読みを入力してください,Text
__縮__れる，__縮__れ毛，__縮__らす，__縮__める，__縮__む，伸び__縮__み，__縮__まる,ちぢ,"［縮］五級
音: シュク／スク 訓: ちぢ・む／ちぢ・まる／ちぢ・こまる／ちぢ・れる／ちぢ・み
意味: 縄を巻いてぎゅっと締め付ける、周りから締め付けて小さくする、収縮(シュウシュク)。
酒の入った袋を周りから締め付けて小さくする、搾(しぼ)る。
大きく広がっているものが元の形を維持したまま小さくなる(狭まる)、窄(すぼ)まる、その結果皺ができたり密度が高くなったりする、萎縮(イシュク)(弱り小さくなる、衰え弱る)」。
足りなくなる、不足する、、贏縮・盈縮(エイシュク)(あり余り或いは足りない、大きい或いは小さい、広がり或いは狭まる、伸縮)」。",縮 → JPDB Kanji Freq: 1255,漢字の読みを入力してください,Text
__恨__めしい，__恨__む，__恨__み,うら,"［恨］三級
音: コン／ゴン 訓: うら・む／うら・めしい
意味: (思いが満たされずに)とても残念に思う、とても腹立たしい、同「憾」「怨」。",恨 → JPDB Kanji Freq: 1254,漢字の読みを入力してください,Text
__盾__，後ろ__盾__,たて,"［盾］四級
音: シュン／ジュン／トン／ドン 訓: たて
意味: 刀や矢による攻撃から顔や体を護(まも)るための防具、盾牌(ジュンパイ)、同「瞂」「楯」。",盾 → JPDB Kanji Freq: 1253,漢字の読みを入力してください,Text
__傍__目,はた,"［傍］四級
音: ホウ／ボウ 訓: かたわ・ら／そば
意味: もののすぐ近くのところ、側(そば)、同「徬」「旁」。
すぐ傍に付き添(そ)う、ぴったりと寄り添う、同「徬」「旁」。
漢字の右側の部分、同「旁」、左は「扁」「偏」。",傍 → JPDB Kanji Freq: 1252,漢字の読みを入力してください,Text
__傍__ら,かたわ,"［傍］四級
音: ホウ／ボウ 訓: かたわ・ら／そば
意味: もののすぐ近くのところ、側(そば)、同「徬」「旁」。
すぐ傍に付き添(そ)う、ぴったりと寄り添う、同「徬」「旁」。
漢字の右側の部分、同「旁」、左は「扁」「偏」。",傍 → JPDB Kanji Freq: 1252,漢字の読みを入力してください,Text
"牛
家畜。力が強く、田や畑をたがやしたり、荷物を運ぶのに使う。肉やちちを食用にし、皮でいろいろな物を作る。",うし,"［牛］九級
音: ギュウ／グ／ゴ 訓: うし
意味: 牛(ウシ)、ウシ目の哺乳類の総称、特に家畜のウシを指す。
(牛のように)強情な、傲慢な。
二十八宿北方玄武ゲンブの第二星{二十八宿}。
牛蒡(ゴボウ)、キク科ゴボウ属の草、牛蒡子(ゴボウシ)(ゴボウの種、乾燥させて生薬として利用される)」{ゴボウ}。
紫金牛(シキンギュウ)、ヤブコウジ藪柑子、サクラソウ科ヤブコウジ属の木{ヤブコウジ}。
天牛(テンギュウ)、カミキリムシ髪切虫・天牛、カミキリムシ科の虫の総称。
うし、部首名。",牛 → JPDB Kanji Freq: 1251,漢字の読みを入力してください,Text
__穏__やかだ,おだ,"［穏］三級
音: オン 訓: おだ・やか
意味: 安らかなさま、落ち着いているさま、安隱(アンオン・アンノン)。
揺れ動くことなく安定しているさま。",穏 → JPDB Kanji Freq: 1249,漢字の読みを入力してください,Text
__株__，__株__式,かぶ,"［株］五級
音: チュウ／シュ 訓: かぶ
意味: 草木を切った後の地上に出ている部分。
草木の根を単位とした数を数える語、同「棵」。
日分相応な権利や役目、また身分や地位。",株 → JPDB Kanji Freq: 1246,漢字の読みを入力してください,Text
"__幹__
①木の、根から上のほうにのびて、枝・葉を出す太い部分。
②ものごとの、だいじな部分。根幹。",みき,"［幹］六級
音: カン 訓: みき
意味: 植物の枝葉を支えている太い部分。
物事の全体を支えている中心的な部分、物事の主要なまた重要な部分、同「干」。
中心となって働く、主要なまた重要な仕事を担う。
簡「干」。",幹 → JPDB Kanji Freq: 1245,漢字の読みを入力してください,Text
__咲__く，遅__咲__き,さ,"［咲］四級
音: ショウ 訓: さ・く
意味: 笑う、喜び顔を綻(ほころ)ばせる、古同「笑」。
さ・く、蕾(つぼみ)が綻(ほころ)ぶ、花が開く、同「笑」。",咲 → JPDB Kanji Freq: 1244,漢字の読みを入力してください,Text
__偶__さか，__偶__に,たま,"［偶］三級
音: ゴウ／グ／グウ／ク 訓: 
意味: 人の形に似せた人形、偶像(グウゾウ)、木偶(モクグウ)(でく)」、同「𣕃」。
夫婦などのように同等のものが対ツイ(二つで一組)になる。
2で割り切れる数、、偶数(グウスウ)、割り切れないものは「奇」。
思い掛けないさま、、偶然(グウゼン)。
期せずして(予め示し合せることなく)出会う、思い掛けず出合う、同「遇」。",偶 → JPDB Kanji Freq: 1243,漢字の読みを入力してください,Text
__霧__，__霧__雨，朝__霧__,きり,"［霧］四級
音: ブ／ム 訓: きり
意味: 地表付近で空気中の水蒸気が凝結し無数の小さな水滴となって浮かんでいるもの、気象学上では視程が1km以下のもの、1km以上10km未満のものは「靄(もや)」、同「雺」{霧}。
霞(かす)んでいるさま、見通しが悪いさま。
薄暗いさま、薄暗くぼんやりしているさま、同「霿」「雺」。",霧 → JPDB Kanji Freq: 1242,漢字の読みを入力してください,Text
__糸__，__糸__目，毛__糸__,いと,"［糸］十級
音: シ／ベキ／ミャク 訓: いと
意味: 蚕(かいこ)の繭(まゆ)から取り出した繊維(、忽(コツ)という)五本を縒(よ)ったもの、十本を縒ったものが、絲(シ)、中国で「縫物などに使う糸」をいう場合は、线(セン)(線)」、丝(シ)(絲)」を用いる。
綿などの繊維を縒ったもの、同「絲」
細い、細く長い、細く長く繋(つな)がる、同「絲」
弦楽器、またその弦、同「絲」。
数の単位、1毫(毛)=10糸(絲)、1糸(絲)=10忽=10-4{数字}。
いと、部首名。",糸 → JPDB Kanji Freq: 1241,漢字の読みを入力してください,Text
__喚__く,わめ,"［喚］三級
音: カン 訓: よ・ぶ／わめ・く
意味: 呼ぶ、大声で呼ぶ。
わめ・く、大声で叫ぶ。",喚 → JPDB Kanji Freq: 1240,漢字の読みを入力してください,Text
__幾__つ，__幾__ら，__幾__日,いく,"［幾］四級
音: キ／ケ 訓: いく／いく・つ／いく・らか
意味: 微(かす)か、僅(わず)か。
殆(ほとん)ど、数や程度などがほぼ等しい(それに近い)、今にも、もう少しで、もう少しのところで、同「𧰙」「危」。
いく・つ、どれ程、何度か、数や回数などが分からないがあまり多くないさまを指す、同簡「几」。",幾 → JPDB Kanji Freq: 1238,漢字の読みを入力してください,Text
