Question,Answers,Comment,Freq,Instructions,Render as
上__棟__，病__棟__,トウ,"［棟］凖二級
音: トウ／ツウ 訓: むね
意味: 建物の屋根の面が交わる最も高いところ。
桁コウ(けた、建物正面に向かって左右方向に渡す木)で最も高い位置にある木、「棟木むなぎ」{建物}。
建物の数を数える語。
棟梁(トウリョウ)屋根の棟木とそれを支える梁(はり)重要な人、主要な人日大工の頭かしら。",棟 → JPDB Kanji Freq: 1672,漢字の読みを入力してください,Text
__尚__早，高__尚__,ショウ,"［尚］凖二級
音: ショウ／ジョウ 訓: なお
意味: ～と同じように、～でさえも、「他の同じようなものと比べてもあまり変わり(差異)はない」の意。
(～と同じようであるばかりでなく)更に、その上に。
希(こいねが)う、「過分に或いは過分なことを願う」の意。
(尊敬すべき人や上位者など自分よりも上だと思う人を)尊(たっと)ぶ。",尚 → JPDB Kanji Freq: 1671,漢字の読みを入力してください,Text
__琴__線，木__琴__，手風__琴__,キン,"［琴］凖二級
音: キン／ゴン 訓: こと
意味: 長い板状の胴に七本(古くは五本)の弦を張った楽器、箏柱(ことじ)がなく徽キという目印を指で押さえて弾く、胴が箱状で箏柱があるものは「箏」「瑟」{楽器(弦楽器)}。
広く弦楽器を指す、胡琴(コキン)、提琴(テイキン)、風琴(フウキン)。",琴 → JPDB Kanji Freq: 1670,漢字の読みを入力してください,Text
秀__峰__，霊__峰__，連__峰__,ホウ,"［峰］四級
音: ホウ／フ 訓: みね
意味: 高く尖(とが)っている山、またその頭頂部、山の頂(いただき)。
高く突き出ているさま。
日刀の背、刀の刃の反対側で厚みのある部分。",峰 → JPDB Kanji Freq: 1669,漢字の読みを入力してください,Text
__炭__鉱，木__炭__，石__炭__,タン,"［炭］八級
音: タン 訓: すみ
意味: ものが燃えて黒化したもの、黒化した後も再び燃やすことができるもの、再び燃やすことができないものを「灰」。
木を高温で焼いて作った燃料、燃料とするもの、「石炭」「薪炭」。
塗炭(トタン)泥と炭泥や炭にまみれるさま、(泥や炭にまみれながら働かなければならない)苦しく厳しい境遇にあるさま。",炭 → JPDB Kanji Freq: 1668,漢字の読みを入力してください,Text
__珠__玉，__珠__算，真__珠__,シュ,"［珠］凖二級
音: シュ／ス 訓: たま
意味: 貝などの中にできる乳白色の丸く美しい玉たま、玉状の宝石。
珠母(シュボ)、珠シュ(真珠シンジュ)を産する貝の総称。
丸い粒つぶ、丸い粒状のもの。",珠 → JPDB Kanji Freq: 1667,漢字の読みを入力してください,Text
恥__辱__，雪__辱__，屈__辱__,ジョク,"［辱］三級
音: ジョク／ニク／ノク 訓: はずかし・める／かたじけな・い
意味: 恥(はじ)をかかせる、体面タイメンを汚(けが)す、泥(どろ)を塗(ぬ)る、恥辱(チジョク)。
忝(かたじけな)い、(恥をかかせるようなことをして下さって)申し訳なくもありがたい。
辱臨(ジョクリン)、このようなところへ恥を忍んでまで来て下さる、遜(へりくだ)って感謝の意を伝える言葉。",辱 → JPDB Kanji Freq: 1665,漢字の読みを入力してください,Text
野__猿__，類人__猿__，犬__猿__の仲,エン,"［猿］凖二級
音: エン／オン 訓: さる
意味: 目(サル)(Primates、霊長類)のうちヒト(人、Hominidae)以外の霊長類の称、同「𤠔」「𤝌」。",猿 → JPDB Kanji Freq: 1664,漢字の読みを入力してください,Text
__軒__数，一__軒__,ケン,"［軒］四級
音: ケン／コン 訓: のき
意味: 重心を後寄りにして前部が持ち上がるようにした車、大夫タイフ以上の高位の人が乗る車、重心を前寄りにして後部が持ち上がる車を「輊」。
屋根の建物から外に張り出した部分、またその先端の反(そ)り上がった部分{建物}。
反り上がる、高揚する。",軒 → JPDB Kanji Freq: 1663,漢字の読みを入力してください,Text
__牧__場，__牧__師，遊__牧__,ボク,"［牧］七級
音: ボク／モク 訓: まき
意味: 家畜を飼(か)う、家畜を養(やしな)い育てる。
人を養い育てる、人格や学識を研き高める、修養する。
人民を養い治(おさ)める。
家畜を放し飼いにするところ、都(みやこ)を囲む城壁の外に広がる地を「郊」といい、その外の地。
地方の長官",牧 → JPDB Kanji Freq: 1662,漢字の読みを入力してください,Text
__邸__宅，__邸__内，私__邸__,テイ,"［邸］凖二級
音: テイ／タイ 訓: やしき
意味: 諸侯が上京した際に宿泊する屋敷、宿舎。
高官や貴族の屋敷、立派な屋敷。
旅人が宿泊する宿屋、旅館。
停(と)まる、止(とど)まる。",邸 → JPDB Kanji Freq: 1661,漢字の読みを入力してください,Text
汽__笛__，警__笛__，牧__笛__,テキ,"［笛］八級
音: テキ／ジャク 訓: ふえ
意味: 竹などの円筒形のものに幾つかの孔(あな)をあけ、その一つから息を吹き込み、他の孔を指で押さえたり離したりすることで音階を表現する楽器の総称、同「篴」「𥴦」{楽器(管楽器)})。",笛 → JPDB Kanji Freq: 1660,漢字の読みを入力してください,Text
愚__弄__，翻__弄__,ロウ,"［弄］二級
音: ロウ／ル 訓: もてあそ・ぶ／いじ・る／いじ・くる
意味: (美しい石を)手に取り飽くことなく触れたり眺めたりする、また愛(め)でる。
楽器を奏(かな)でる、「音楽を愛でる」の意。
(相手が嫌がるのも構わずに)むやみに手を加える、意味もなくあれやこれやに手を出す。
両側に家が建ち並ぶ路地、小路。",弄 → JPDB Kanji Freq: 1659,漢字の読みを入力してください,Text
__拐__帯，誘__拐__,カイ,"［拐］凖二級
音: カイ／ゲ 訓: かどわ・かす
意味: (腕や足のように)曲がる、また曲がったところ。
かどわ・かす、騙(だま)す、騙して持ち去る。
体を支える(或いは打ち据える)木の棒、杖(つえ)、拐杖(カイジョウ)、同「枴」。",拐 → JPDB Kanji Freq: 1658,漢字の読みを入力してください,Text
__稽__古，滑__稽__,ケイ,"［稽］二級
音: ケイ／ケ 訓: 
意味: 留(とど)まる、同じ状態を続ける。
稽首(ケイシュ)、跪(ひざまず)き、膝の前で手を揃えて地に着け、頭をその手に乗せ、その状態を保つ礼、九拝(拝礼の作法)の内で最も丁寧なもの{姿勢(拝礼)}。
よく調(しら)べ考える、よく調べ吟味する、よく調べ較(くら)べ合わせる。
稽古(ケイコ)昔のことをよく調べそれに学ぶこと日学問や武芸などを習い鍛えること。",稽 → JPDB Kanji Freq: 1657,漢字の読みを入力してください,Text
__嫉__妬，__嫉__妬心,シツ,"［嫉］二級
音: シツ／ジチ 訓: ねた・む／そね・む
意味: 自分と比較して他人がより賢い・重く用いられることなどを羨(うらや)み憎(にく)らしく思う、嫉妬(シット)、同「愱」「㑵」「疾」「𧪠」。",嫉 → JPDB Kanji Freq: 1656,漢字の読みを入力してください,Text
__叱__責，__叱__咤,シツ,"［叱］二級
音: シツ／シチ 訓: しか・る
意味: 大声で言う、怒鳴(どな)る、叱咤(シッタ)、叱呵(シッカ)、同「呵」「𠮟」。
叱責(シッセキ)、大声で為(な)すべきことを為すよう強く求める。",叱 → JPDB Kanji Freq: 1653,漢字の読みを入力してください,Text
__憲__法，__憲__章，官__憲__,ケン,"［憲］五級
音: ケン／コン 訓: のり
意味: 人が則(のっと)るべき決まり、人の行為の規範。",憲 → JPDB Kanji Freq: 1652,漢字の読みを入力してください,Text
__潤__色，__潤__沢，湿__潤__,ジュン,"［潤］三級
音: ジュン／ニン 訓: うるお・い／うるお・う／うるお・す／うる・む
意味: 物の内部から余分な水分や油分が表面に染み出る。
しっとりとしている、艶々(つやつや)している、光沢がある。
(内部から表にじわりと染み出て来るような)艶を出す。
(「必要とする量以上のもの」の意から)利益、生活にゆとりができる。",潤 → JPDB Kanji Freq: 1651,漢字の読みを入力してください,Text
__胞__子，同__胞__，細__胞__,ホウ,"［胞］三級
音: ホウ／ヒョウ 訓: 
意味: 胎児を包む薄い皮膜、胞衣(ホウイ)(えな)」。
同じ父母から生まれた子、実の兄弟姉妹、同じ国で生まれた人、、同胞(ドウホウ)(同じ母親から生まれた兄弟、同郷・同国の人)」、胞兄(ホウケイ)(同じ母親から生まれた兄)」。
薄い膜で包む、また包まれたもの、、細胞(サイボウ)。",胞 → JPDB Kanji Freq: 1649,漢字の読みを入力してください,Text
__畳__語，重__畳__,ジョウ,"［畳］四級
音: チョウ／ジョウ 訓: たたみ／たた・む
意味: 薄いものが何層にも積み重なる、何度も同じことが繰り返される。
たた・む、薄いものを折って重ねる。
日たたみ、藁の床の表面にイグサ藺草の筵を張った敷物、薄い敷物を折って重ね厚くしたもの。",畳 → JPDB Kanji Freq: 1648,漢字の読みを入力してください,Text
__序__幕，順__序__，秩__序__,ジョ,"［序］六級
音: ショ／ジョ 訓: つい・で
意味: 次第シダイ、順序。
述べる。
はしがき、文書の最初に記す文章、最後に記す文章は「跋」。
端緒、物事の始め。
中庭を囲むように東西南北に家屋を配する中国の伝統的様式で東西側に建てられた家屋(「廂」という)、屋敷の東西側の塀(へい)、同「㘧」{四合院}。
(屋敷の東西側の建物で教えたことから)私立の学校、殷代(前17世紀～前11世紀)の称、夏代(約前21世紀～前16世紀)では「校」、周代(前11世紀～前3世紀)では「庠」。
日つい・で、～する際、～の機会。",序 → JPDB Kanji Freq: 1647,漢字の読みを入力してください,Text
__佳__作，__佳__人，絶__佳__,カ,"［佳］三級
音: カイ／ケ／カ 訓: よ・い
意味: 善(よ)い、良い、美しい、好(この)ましい。",佳 → JPDB Kanji Freq: 1646,漢字の読みを入力してください,Text
__掌__中，職__掌__，車__掌__,ショウ,"［掌］三級
音: ショウ 訓: たなごころ／てのひら／つかさど・る
意味: たなごころ、てのひら、手のひら、手の指を除いた部分、動物などの場合は(前)足の裏、手心(シュシン){人体(上肢)}。
つかさど・る、役目として受け持つ、受け持つ仕事の全体を主導・統括する、「役目や仕事を掌で受け持つ、制御する」の意。",掌 → JPDB Kanji Freq: 1644,漢字の読みを入力してください,Text
__朱__肉，__朱__筆，__朱__塗り,シュ,"［朱］四級
音: シュ／ス 訓: あけ
意味: くすみのない明るく濃い(深い)赤色█、丹朱(タンシュ)、同「絑」(日本で朱肉などに多く使われる色とはやや違う)。
赤心木セキシンボク、心シン(幹の芯)が赤い松マツ(マツ科の木)や柏ハク(ヒノキ科の木)などの木。",朱 → JPDB Kanji Freq: 1643,漢字の読みを入力してください,Text
__痕__跡，血__痕__,コン,"［痕］二級
音: コン／ゴン 訓: あと
意味: 傷(きず)や腫(は)れが癒(い)えた後に残る跡形(あとかた)。
ものの跡、痕跡(コンセキ)、啼痕(テイコン)(泣いた跡、泣いて目が赤味を帯びるさま)」、水痕(スイコン)(水の跡、水滴・水溜まり・流水などの跡)」。",痕 → JPDB Kanji Freq: 1642,漢字の読みを入力してください,Text
__顎__関節,ガク,"［顎］二級
音: ガク 訓: あご
意味: 口蓋コウガイ、口腔コウコウ(口の中の空洞部分)の上の部分、日本でいう上顎(うわあご)、同「齶」「腭」{人体(頭部)}。
鼻筋が高く通っているさま。
身心を引き締めて敬う、同「𩖀」。
日口の周辺の骨・筋肉・皮膚などの組織の総称、同「頜」「頤」。",顎 → JPDB Kanji Freq: 1641,漢字の読みを入力してください,Text
__塾__，私__塾__,ジュク,"［塾］凖二級
音: シュク／ジュク 訓: 
意味: 門の両側にある建物、主君に謁見する前に衣服を改めたり作法・次第などを確認するための控えの建物であったようである、同「𨷙」。
個人が自宅で教授するところ",塾 → JPDB Kanji Freq: 1640,漢字の読みを入力してください,Text
__蒸__気，__蒸__発,ジョウ,"［蒸］五級
音: ショウ／ジョウ 訓: む・す／む・らす／む・れる／ふか・す
意味: 湯気(水蒸気)が立ち昇る、同「烝」。
湯気(水蒸気)を立ち昇らせて熱する、同「烝」。
皮を取り去ったアサ麻の茎を乾燥させたもの、麻幹あさがら・おがら。
細い枝や茎、麻幹と共にいずれも薪(たきぎ)にするためのもので薪よりも細いもの。
多くの、たくさんの、同「烝」。
祖先を祀(まつ)るために冬に行われる祭礼の名、同「烝」。",蒸 → JPDB Kanji Freq: 1639,漢字の読みを入力してください,Text
__唾__液，__唾__棄,ダ,"［唾］二級
音: タ／ダ 訓: つばき／つば
意味: 口の中の消化液、またそれを吐く、唾液(ダエキ)、同「涶」。
つばき・する、つば・する、とても飲み込めるようなものではない(受け入れられない)という気持ちを表す、唾棄(ダキ)。",唾 → JPDB Kanji Freq: 1636,漢字の読みを入力してください,Text
洗__濯__,タク,"［濯］凖二級
音: タク／ダク 訓: すす・ぐ／ゆす・ぐ
意味: 揺り動かすようにして洗う。
(罪科や疑いを)払拭する。",濯 → JPDB Kanji Freq: 1635,漢字の読みを入力してください,Text
適__宜__，便__宜__,ギ,"［宜］凖二級
音: ギ 訓: よろ・しい／よろ・しく／むべ
意味: 理リに適(かな)う、適テキする、ちょうど良い、事宜(ジギ)(事をするのにちょうど良い頃合い)」。
むべ、当然な、尤(もっと)もな。
～するのがよい、～した方がよい。",宜 → JPDB Kanji Freq: 1634,漢字の読みを入力してください,Text
__緯__度，北__緯__，経__緯__,イ,"［緯］四級
音: イ 訓: よこいと
意味: よこいと、布の横方向の糸、縦糸は「経」。
東西の方向に延びる線状のもの、南北は「経」。
讖緯(シンイ)、主に漢代(前202年～220年)に広まった予言などについて述べた書。",緯 → JPDB Kanji Freq: 1633,漢字の読みを入力してください,Text
__壇__上，花__壇__，文__壇__,ダン,"［壇］三級
音: タン／ダン 訓: 
意味: 周(まわ)りよりも一段と高く土を盛り上を平らにしたところ、祭祀サイシや天子と諸侯の会見・会盟などを執(と)り行う際に上る台。
周りよりも一段と高く上が平らなところ。
同簡「坛」。",壇 → JPDB Kanji Freq: 1632,漢字の読みを入力してください,Text
土__壇__場,タン,"［壇］三級
音: タン／ダン 訓: 
意味: 周(まわ)りよりも一段と高く土を盛り上を平らにしたところ、祭祀サイシや天子と諸侯の会見・会盟などを執(と)り行う際に上る台。
周りよりも一段と高く上が平らなところ。
同簡「坛」。",壇 → JPDB Kanji Freq: 1632,漢字の読みを入力してください,Text
__遮__断，__遮__蔽,シャ,"［遮］凖二級
音: シャ 訓: さえぎ・る
意味: 寄ってくるものを止(とど)める、そこから先に行かせない、通さない。
覆って中に入ってこないようにする。",遮 → JPDB Kanji Freq: 1631,漢字の読みを入力してください,Text
__阻__止，__阻__害，険__阻__,ソ,"［阻］三級
音: ソ／ショ 訓: はば・む
意味: (山や川が)行く手を遮(さえぎ)る、立ちはだかる、(前進・進行を)妨(さまた)げる、(侵入・進行を)食(く)い止める、同「沮」。
険阻(ケンソ)、行く手を妨(さまた)げるように立ちはだかるさま、険(けわ)しいさま、同「嶮岨」。",阻 → JPDB Kanji Freq: 1630,漢字の読みを入力してください,Text
__胃__腸，__胃__酸，__胃__弱,イ,"［胃］五級
音: イ 訓: 
意味: 食道と腸の間にある消化器官{人体(内臓)}。
星名、二十八宿西方白虎ビャッコの一つ{二十八宿}。",胃 → JPDB Kanji Freq: 1629,漢字の読みを入力してください,Text
__征__服，遠__征__，出__征__,セイ,"［征］四級
音: セイ／ショウ 訓: 
意味: 目的地に向かってまっすぐに進んで行く、同「𢌛」。
敵に向かってまっすぐに攻め込む、敵を討ち滅ぼす。
(埋もれていた人物を)召(め)し出す、召し寄せる、(税などを)取り立てる、同繁「徵」。",征 → JPDB Kanji Freq: 1628,漢字の読みを入力してください,Text
花__柳__界，川__柳__,リュウ,"［柳］凖二級
音: リュウ／ル 訓: やなぎ
意味: 柳(ヤナギ)、ヤナギ科の木、一般に枝が垂れるもの、垂れないものは「ヤナギ楊」{ヤナギ}。
星名、二十八宿南方朱雀七宿の第三宿{二十八宿}。",柳 → JPDB Kanji Freq: 1626,漢字の読みを入力してください,Text
__宴__会，__宴__席，酒__宴__,エン,"［宴］三級
音: エン 訓: うたげ
意味: 人が集まり飲食しながら大いに楽しむ、またそのようなもてなし、同「醼」「讌」「燕」。
ゆったりと寛(くつろ)ぐ。",宴 → JPDB Kanji Freq: 1625,漢字の読みを入力してください,Text
"捕__捉__，把__捉__
〔文〕つかまえること。とらえること。
「レーダーで目標を━した」",ソク,"［捉］二級
音: サク／ソク 訓: とら・える／つか・まえる
意味: ぎゅっと掴(つか)まえる、掴まえて離さない、しっかりと手(や目や頭など)の中に収める。
捕(つか)まえる、搦(から)め捕(と)る。
守捉(シュソク)、唐朝(618年～907年)の国境周辺を警備する軍の組織の名。",捉 → JPDB Kanji Freq: 1623,漢字の読みを入力してください,Text
__徐__行，__徐__々に,ジョ,"［徐］三級
音: ショ／ジョ 訓: おもむろ・に
意味: ゆっくりと行く。
ゆっくりとしたさま、ゆったりとしたさま。
古国名、周代(西周、前11世紀～前771年)から春秋時代(前770年～前5世紀)にかけての諸侯国の一つ、東夷トウイ、九夷(キュウイ)の一つ、現安徽省宿州市泗県・江蘇省宿遷市泗洪県一帯を領した{安徽省}。
古州名、、徐州(ジョシュウ)、漢代(前202年～220年)以降に現江蘇省北西部・山東省南西部・安徽省北部一帯を管轄した{江蘇省}。",徐 → JPDB Kanji Freq: 1621,漢字の読みを入力してください,Text
大__胆__，落__胆__，魂__胆__,タン,"［胆］三級
音: タン 訓: きも／い
意味: 肝臓で作られる脂肪の消化吸収を助ける液体(胆汁)を貯える器官、胆嚢(タンノウ){人体(内臓)}。
気力や勇気の源(みなもと)。
ものの内部にあって、ものを入れることができもの。",胆 → JPDB Kanji Freq: 1620,漢字の読みを入力してください,Text
__堅__固，__堅__実，中__堅__,ケン,"［堅］四級
音: ケン 訓: かた・い
意味: しっかりしている、しっかりしていて揺(ゆ)るがない、また緩(ゆる)まない。",堅 → JPDB Kanji Freq: 1619,漢字の読みを入力してください,Text
"領__袖__，__袖__珍
〔文〕集団のかしら。実力者。
「派閥の━」",シュウ,"［袖］二級
音: シュウ／ジュ 訓: そで
意味: 衣服の肩から手首までの部分、衣服の腕を包む部分、またそこに物を入れる、同「褎」{服飾(衣服)}。",袖 → JPDB Kanji Freq: 1618,漢字の読みを入力してください,Text
__隔__離，__隔__月，間__隔__,カク,"［隔］三級
音: カク／キャク 訓: へだ・てる／へだ・たる
意味: 間(あいだ)を仕切る、仕切って内(手前、こちら)と外(向こう、あちら)の行き来ができないようにする。
時間や距離などの間を空(あ)ける。
他との関(かか)わりに距離を置く。",隔 → JPDB Kanji Freq: 1617,漢字の読みを入力してください,Text
__粒__子，__粒__々辛苦,リュウ,"［粒］四級
音: リュウ 訓: つぶ
意味: 穀物の実から殻(から)を取り除いたもの、特に「米粒(こめつぶ)」を指す、同「𩚷」。
飯(めし)、米飯ベイハン。
(粒のように)小さく丸みを帯びたもの、またそれを数える語。",粒 → JPDB Kanji Freq: 1616,漢字の読みを入力してください,Text
__励__行，奨__励__，精__励__,レイ,"［励］三級
音: レイ／ライ 訓: はげ・ます／はげ・む
意味: はげ・ます、元気付ける、力付ける、奮(ふる)い立たせる。
仕事などに力を",励 → JPDB Kanji Freq: 1614,漢字の読みを入力してください,Text
__網__膜，漁__網__，通信__網__,モウ,"［網］四級
音: ボウ／モウ 訓: あみ
意味: 糸や紐(ひも)を格子状に目を粗(あら)く編んだ魚や鳥獣を捕(と)らえる道具、特に魚を捕る網を指す、鳥を捕る網は「羅」、網羅(モウラ)(魚を捕る網と鳥を捕る網、残らず捕らえる)」、羅網(ラモウ)(鳥を捕る網と魚を捕る網、法の網、網に掛かる、罠に掛ける)」、同「网」。
身動きができないように網を被(かぶ)せる、同「罔」。
網の目のように縦横ジュウオウに張り巡(めぐ)らされたもの、ネットワークnetwork、同簡「网」。",網 → JPDB Kanji Freq: 1611,漢字の読みを入力してください,Text
名__誉__，栄__誉__,ヨ,"［誉］四級
音: ヨ 訓: ほま・れ／ほ・める
意味: ほま・れ、よい評判。
ほ・める、褒(ほ)める、褒(ほ)め称(たた)える。",誉 → JPDB Kanji Freq: 1608,漢字の読みを入力してください,Text
__浪__費，波__浪__，放__浪__,ロウ,"［浪］三級
音: ロウ 訓: なみ
意味: 風が吹いて石にぶつかり噴(ふ)き上がる水、波、大波。
(波に揺られるように)あっちへ行きこっちへ来るするさま、ふらふらと当てがないさま、気儘(きまま)なさま。",浪 → JPDB Kanji Freq: 1606,漢字の読みを入力してください,Text
封__筒__，水__筒__，円__筒__形,トウ,"［筒］凖二級
音: トウ／ズウ 訓: つつ
意味: 竹の茎の中空の部分、同「筩」。
細長い円柱状で内部が空洞になっている形のもの、同「筩」。",筒 → JPDB Kanji Freq: 1605,漢字の読みを入力してください,Text
__鋼__鉄，__鋼__材，製__鋼__,コウ,"［鋼］五級
音: コウ 訓: はがね
意味: 焼(やき)を入れて堅く強く鍛(きた)えた鉄、鋼鉄(コウテツ)。
堅く強いさま。",鋼 → JPDB Kanji Freq: 1604,漢字の読みを入力してください,Text
__滞__在，__滞__貨，沈__滞__,タイ,"［滞］三級
音: テイ／ダイ／タイ 訓: とどこお・る
意味: 動きが止まってなかなか流れない、止まったままなかなか動かない。",滞 → JPDB Kanji Freq: 1603,漢字の読みを入力してください,Text
"清__澄__，__澄__明
〔文〕すみきったようす。
「━な空気」",チョウ,"［澄］四級
音: チョウ／ジョウ 訓: す・む
意味: 泥などの汚(よご)れが沈んで水が透(す)き通る、同「澂」「瀓」。",澄 → JPDB Kanji Freq: 1602,漢字の読みを入力してください,Text
頻__繁__，__繁__栄，__繁__茂，__繁__華街,ハン,"［繁］四級
音: ハン／ボン 訓: しげ・る
意味: (馬の鬣たてがみの)房状の飾り、同「緐」「𥿋」。
数や回数が多いさま、夥(おびただ)しいさま。
盛んなさま、勢いや活力があるさま、繁華(ハンカ)(花が咲き乱れるさま賑にぎやかなさま)」。",繁 → JPDB Kanji Freq: 1601,漢字の読みを入力してください,Text
__沿__海，__沿__線，__沿__革,エン,"［沿］五級
音: エン 訓: そ・う
意味: 水が川筋に順(したが)って流れる、道筋に従って行く、逆方向に行くのは「溯」。
習慣や先例・指示や命令に従って行動する。
水の縁(へり)、ものの縁。",沿 → JPDB Kanji Freq: 1600,漢字の読みを入力してください,Text
拉__麺__，__麺__類,メン,"［麺］二級
音: ベン／メン 訓: 
意味: 小麦などを挽(ひ)いて粉末状にしたもの、麵粉(メンフン)、同「麪」。
小麦粉などを使った各種食品、餅状(平らに延ばしたもの)また麺状(細くしたもの)にしたものなど、同「麪」、「麺麭、麺包・面包(ミィェンバォ・メンホウ)(パンpão葡)」、湯麺・湯面(タンミィェン・タンメン)(汁そば)」。",麺 → JPDB Kanji Freq: 1599,漢字の読みを入力してください,Text
__帽__子，脱__帽__，無__帽__,ボウ,"［帽］四級
音: ボウ／モウ 訓: 
意味: 頭巾ズキン、頭に被(かぶ)るものの総称。
物の頭に被せるもの、キャップcap。",帽 → JPDB Kanji Freq: 1598,漢字の読みを入力してください,Text
__贈__与，__贈__呈，__贈__答,"ゾウ,ソウ","［贈］四級
音: ソウ／ゾウ 訓: おく・る
意味: 相手が貰って嬉しいと思うもの(相手が喜ぶもの)を送る。
死後に爵位や称号を与える。",贈 → JPDB Kanji Freq: 1597,漢字の読みを入力してください,Text
__瓶__，__瓶__詰，花__瓶__,ビン,"［瓶］凖二級
音: ヘイ／ビョウ／ビン 訓: かめ
意味: 口が小さく首が窄(すぼ)んで腹がやや膨(ふく)らんだ容器、胴回りの大きさに比べて背が高い、同「壜」{器(瓶)}{器(瓶)}。
日液体を入れる容器、同「罎」「壜」。",瓶 → JPDB Kanji Freq: 1596,漢字の読みを入力してください,Text
南無阿__弥__陀仏，__弥__陀仏，__弥__撒,ミ,"［弥］二級
音: ビ／ミ 訓: や／いや
意味: 遥(はる)か遠いさま、はるか遠くまで続いているさま。
大きく広がるさま、隅々まで広がるさま。
遠くまで、隅々まで、余すところなく、遍(あまね)く。
久しい、長い間変わることなく続いている、同「镾」。
いよいよ、益々(ますます)。
「阿彌陀佛、阿弥陀仏アミダブツ(Amitābha、Amitāyus梵)」「彌勒菩薩、弥勒菩薩ミロクボサツ(Maitreya梵。",弥 → JPDB Kanji Freq: 1594,漢字の読みを入力してください,Text
弥縫,ビ,"［弥］二級
音: ビ／ミ 訓: や／いや
意味: 遥(はる)か遠いさま、はるか遠くまで続いているさま。
大きく広がるさま、隅々まで広がるさま。
遠くまで、隅々まで、余すところなく、遍(あまね)く。
久しい、長い間変わることなく続いている、同「镾」。
いよいよ、益々(ますます)。
「阿彌陀佛、阿弥陀仏アミダブツ(Amitābha、Amitāyus梵)」「彌勒菩薩、弥勒菩薩ミロクボサツ(Maitreya梵。",弥 → JPDB Kanji Freq: 1594,漢字の読みを入力してください,Text
__妄__信，__妄__想，迷__妄__,モウ,"［妄］凖二級
音: ボウ／モウ 訓: みだ・りに
意味: 馬鹿げた、いい加減な、根拠のない、非現実的な。
みだ・り、みだ・りに、やたらに、手当たり次第に、考えもなしに。",妄 → JPDB Kanji Freq: 1591,漢字の読みを入力してください,Text
__妄__言,ボウ,"［妄］凖二級
音: ボウ／モウ 訓: みだ・りに
意味: 馬鹿げた、いい加減な、根拠のない、非現実的な。
みだ・り、みだ・りに、やたらに、手当たり次第に、考えもなしに。",妄 → JPDB Kanji Freq: 1591,漢字の読みを入力してください,Text
伯__叔__,シュク,"［叔］凖二級
音: シュク／スク 訓: 
意味: 兄弟の上から三番目、兄弟は年長者から順に「伯・仲・叔・季」といい、「叔」は上から三番目に当たる。
(妻の立場から)夫の弟。
父親の弟、兄は「伯」。
叔父(シュクフ)(おじ)」父親の弟日父母の弟、父母の妹の夫。
叔母(シュクボ)(おば)」父親の弟の妻日。",叔 → JPDB Kanji Freq: 1589,漢字の読みを入力してください,Text
乗車__券__，旅__券__，債__券__,ケン,"［券］五級
音: ケン／コン 訓: 
意味: 手形、割符、木或いは竹の札に契約(約束)内容を書きこれを半分に割って双方が持ち真正な相手の証(あかし)としたもの。
券書(ケンショ)、契約約束)の内容を書いた書類、証文。
切符、切手。",券 → JPDB Kanji Freq: 1587,漢字の読みを入力してください,Text
__愉__快，__愉__悦,ユ,"［愉］凖二級
音: ユ 訓: たの・しむ
意味: 思い悩むことも気に掛かることもなく楽しい、また楽しむ、悦(よろこ)ぶ。",愉 → JPDB Kanji Freq: 1585,漢字の読みを入力してください,Text
__虐__待，__虐__殺，残__虐__,ギャク,"［虐］三級
音: ギャク 訓: しいた・げる
意味: 酷(むご)い仕打ちをする、苛(いじめ)め苦しめる。",虐 → JPDB Kanji Freq: 1584,漢字の読みを入力してください,Text
__虎__穴，猛__虎__,コ,"［虎］二級
音: コ／ク 訓: とら
意味: 虎(トラ)、ネコ科ヒョウ属の動物の総称、同「俿」「乕」。
勇猛ユウモウなさま、猛猛(たけだけ)しいさま。
凶暴なさま。",虎 → JPDB Kanji Freq: 1583,漢字の読みを入力してください,Text
__著__名，__著__作，顕__著__,チョ,"［著］五級
音: チョ／チャク／ジャク 訓: あらわ・す／いちじる・しい
意味: 他との違い(或いは正誤)をはっきりと示す、誰の目にも明らかにする、明確にする、同「箸」「𣋐」。
(間違いや誤解がないように)文章などに書き表す、書かれた文章、同「箸」「𣋐」。
明らかなさま、他との違いがはっきり分かるさま、同「箸」「𣋐」。
着(つ)く、付く、付着する、同「着」。
着(つ)く、到着する、同「着」。
着(き)る、衣服を身に付ける、同「着」。",著 → JPDB Kanji Freq: 1582,漢字の読みを入力してください,Text
__苛__酷，__苛__烈,カ,"［苛］二級
音: カ／ガ 訓: いじ・める／さいな・む／いら
意味: 厳(きび)しいさま、過酷カコクなさま、苛政(カセイ)(民に対する厳しい政治)」。
いじ・める、さいな・む、厳しく要求して苦しめる、叱(しか)る。
細(こま)かい、細々している、、煩苛(ハンカ)(細かく煩わしいさま)」。
日いら、煩(わずら)わしくどうしてよいか分からないさま、「苛苛(いらいら)」。",苛 → JPDB Kanji Freq: 1581,漢字の読みを入力してください,Text
詐__欺__，__欺__瞞,ギ,"［欺］三級
音: キ／コ／ギ 訓: あざむ・く
意味: 偽(いつわ)る、騙(だま)す。
相手を軽(かろ)んじる、馬鹿にする。",欺 → JPDB Kanji Freq: 1580,漢字の読みを入力してください,Text
