Question,Answers,Comment,Instructions
"A「最近、いつも眠そうだね。毎晩、寝るの遅いの?」B「うん。早く(　　)思ってるんだけど。」
 1. 寝なきゃって 
 2. 寝ちゃったと 
 3. 寝たいのは 
 4. 寝られないとか",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"私は歯医者が苦手だ。歯の痛みがひどいときには行くが、少し(　　)我慢してしまう。
 1. 痛くなる前に 
 2. 痛そうなときは 
 3. 痛いぐらいなら 
 4. 痛くないのだから",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"私が風邪で学校を休んだ日、心配して電話をかけて(　　)友達がたくさんいて、うれしかった。
 1. きてくれた 
 2. きてあげた 
 3. みることができた 
 4. みることにした",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"A『最近、天気悪いよね。明日は晴れるかなあ。」 B「いや、予報だと、今週は晴れる日が (　　)。 A「じゃあ、明日も天気悪いのかあ。」
 1. 一日もないからだよ 
 2. -日もないみたいだよ 
 3. 一日じゃないからだよ 
 4. 一日じゃないみたいだよ",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"彼からよく相談を受けるが、何に困っているのかわからないことが多い。私にどういう アドバイスを(　　)
 1. してもいいようだ。 
 2. したがるのだろうか 
 3. したほうがいいようだ 
 4. してほしいのだろうか",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"卒業論文がなかなか書けなくて、一時は（ ）かけたが、何とか今日無事に提出することができた。
 1. あきらめ 
 2. あきらめて 
 3. あきらめる 
 4. あきらめた",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"子どものころ、母（ ）作ったハンバーグが大好きで、よく作ってもらった。
 1. の 
 2. との 
 3. によって 
 4. にとって",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"多様な情報があふれる現代社会（ ）、大切なのは、膨大な情報の中から、自分に必要な情報を選ぶ力である。
 1. に加えて 
 2. において 
 3. を基にして 
 4. を込めて",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"作文が得意な友達に「どうやったらうまくなれるの？」と聞いたら、「たくさん書けば（ ）うまくなるよ。」と言われた。
 1. 必ずしも 
 2. たとえ 
 3. そのうち 
 4. さっき",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"看護師の仕事は夜勤もあって大変だが、自分でこの仕事を選んだ（ ）、がんばって続けたいと思う。
 1. 以上 
 2. とたん 
 3. あげくに 
 4. かのように",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"（内線電話で）

山田「はい、山(やま)田(だ)です。」

木村「受付の木村ですが、X社の中川様が（ ）。」

山田「わかりました。すぐ行きます。」
 1. 伺いました 
 2. お目にかかりました 
 3. ございました 
 4. お越しになりました",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"人は一生のうちどのくらい寝ているのでしょうか。仮に一日 8時間寝て、80歳まで生きる（ ）。すると、睡眠時間は約 233,600時間で、約 27年寝ている計算になります。
 1. となりました 
 2. とします 
 3. とされていました 
 4. と見られます",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"夢を語る（ ）誰(だれ)でもできるが、実現させるのは簡単なことではない。
 1. だけでは 
 2. だけなら 
 3. ためしか 
 4. ためには",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"（説明書で）

エアコンを掃除するときは、安全上、必ずコンセントを（ ）してください。」
 1. 抜いたことを 
 2. 抜いたことが 
 3. 抜いてからに 
 4. 抜いてからは",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"私はスピーチが苦手なのに、今度友達の結婚パーティーでスピーチを（ ）、困っている。
 1. しにくくて 
 2. してほしくて 
 3. させてみたくて 
 4. することになってしまって",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"せっかく、夕日がきれいなことで有名な A海岸に来たのに、急に雨が降り出した。どうも夕日は（ ）。
 1. 見えてもしかたない 
 2. 見られないことだった 
 3. 見られそうにない 
 4. 見えないことがあった",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"山川「中村くん、毎日ジョギング（ ）？」

中村「うん、そうなんだよ。」

山川「実は、ぼくもなんだよ。走るっていいよね。」
 1. しない 
 2. しててもいい 
 3. しちゃえば 
 4. してるんだって",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"X市とY市を結ぶ橋が、約 10年の工事( )、昨年ようやく完成した。
 1. の際 
 2. の末 
 3. のたび 
 4. のもと",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"「田中さんがこの会社をやめるって話、まだ秘密みたいだから、悪いけど、聞かなかった
( )にしてくれない?」
 1. こと 
 2. だけ 
 3. もの 
 4. の",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"最近、よくお腹が痛くなるので、病院で診てもらったら、( )ストレスが原因だろうと言われた。
 1. どうか 
 2. まさか 
 3. おそらく 
 4. いったい",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"私は、急な雨（　）、いつも折り畳み傘を持ち歩いている。
 1. に反して 
 2. に加えて 
 3. に備えて 
 4. に応じて",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(自転車屋で)
客:「すみません、自転車のブレーキ。壊れちゃったんですけど、すぐ直りますか。」
店員:「そうですね、これだったら 30 分( )直りますよ。」
 1. もあるのに 
 2. もあれば 
 3. はないのに 
 4. はなければ",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(講演会で) 司会「ご来場の皆様、本日は第3回さくら市教育講演会に( )、ありがとうございます。」
 1. まいり 
 2. ご覧になり 
 3. お目にかかり 
 4. おいでくださり",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"夫は動物が好きじゃないから、もし私がペットを飼いたいと言っても、( )。
 1. 反対しかねる 
 2. 反対しようがない 
 3. 反対するならいい 
 4. 反対するに決まっている",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"今はスポーツも演劇もテレビで見られる時代だが、直接見ることに( )得られない感動というものがある。
 1. とってしか 
 2. よってしか 
 3. ついてのみ 
 4. 対してのみ",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"子供のおもちゃは、種類ごとに透明なケースにしまって中身がわかる( )、子供がおもちゃを探しやすくなるので、おすすめです。
 1. ようになるには 
 2. ようにしておくと 
 3. ようになっても 
 4. ようにしておいて",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"昨日購入した中古の大型バイクは、かなり古いものなのだが、とてもきれいな状態だった。前の持ち主によほど大切に( ).
 1. されてもおかしくない 
 2. し続けてもおかしくない 
 3. されていたに違いない 
 4. し続けていたに違いない",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(電話で)
上田:「課長、すみません、今日はお休みをいただけないでしょうか。娘と夫が風邪で熱を
出してしまったんです。」
課長:「それは大変だね。わかりました。看病でお疲れて、上田さんが ( )」
 1. 倒れなくなるよ 
 2. 倒れてしまいたくないのに 
 3. 倒れないことになるの 
 4. 倒れてしまわないようにね",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"山田:「林さんの手作りクッキー、本当においしかったです。どうもありがとうございました。」 林:「どういたしまして、山田さんにおいしいって( )です。」
 1. 言ってもらえてよかった 
 2. 言ってもらってもよかった 
 3. 言ってあげられてよかった 
 4. 言ってあげてもよかった",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"明日、海外に留学中の友人が１年（ ）帰国する。会って話を聞くのが
楽しみだ。
 1. おきに 
 2. たびに 
 3. ぶりに 
 4. うちに",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"12 年間付き合っている彼女に、今年（ ）結婚を申し込もうと思っている。
 1. こそ 
 2. さえ 
 3. すら 
 4. のみ",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"腰の曲がった老人に似ている（ ）、エビは「海老」とも書かれると
聞いた。
 1. ものを 
 2. とともに 
 3. うえで 
 4. ところから",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"上司「セミナー会場の準備はどう？順調？」

部下「ええ、いすも並べ終わりましたし、（ ）資料を受付に運ぶだけ
です。」
 1. 特に 
 2. あとは 
 3. 少しも 
 4. あまりに",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"このテニスコートの利用料金は 2 時間 1,000 円で、1 時間しか使わない
( )、1,000 円払わなければならない。
 1. 場合でも 
 2. 点でも 
 3. 場合には 
 4. 点には",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"毎日日記を書きつづけることは、（ ）、けっこう難しいことだ。
 1. 簡単らしいし 
 2. 簡単なようであれば 
 3. 簡単らしくて 
 4. 簡単なようでいて",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"梅雨に入ってもほとんど雨が降らないので、庭の花が（ ）心配だ。
 1. 枯れていないことで 
 2. 枯れてしまわないか 
 3. 枯れていないからと 
 4. 枯れてしまわないのを",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"今日は、本当は映画を（ ）が、雪が降ってきたので、やめた。
 1. 見に行ってばかりだ 
 2. 見に行ったばかりだ 
 3. 見に行くつもりだった 
 4. 見に行ったつもりだった",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"今回の戦略が有効であったかどうかは、まだ結果が出ていない現時点では
( )。
 1. 判断すべきだ 
 2. 判断しかねる 
 3. 判断したにすぎない 
 4. 判断せざるを得ない",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"この馬の絵は本物そっくりに描かれていて、今にも（ )。
 1. 走っていたい 
 2. 走っているようだ 
 3. 走り出しそうだ 
 4. 走り出したがる",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"わたしたちが旅館に着くと、従業員たちが笑顔で「ようこそ( )。」とあいさつしてくれた。
 1. お越しくださいました 
 2. お伺いしました 
 3. お呼びいただきました 
 4. お迎えしました",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"木村「田中さん、アルバイトを探してるんだって?」

田中「うん、そうなんだ。」

木村「私が働いてる店がアルバイトを募集してるから、応募してみない？もちろん、 田中さんが（ )」
 1. いいなんて 
 2. よかったっけ 
 3. いいからだよね 
 4. よければだけど",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"先週末は、( )かけだった3冊の本をすべて最後まで読んだ。
 1. 読む 
 2. 読み 
 3. 読んで 
 4. 読んだ",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"子供のころはピーマンが嫌いだったが、今は嫌いではない。( )好きな野菜の一つだ。
 1. むしろ 
 2. いったい 
 3. そのうち 
 4. ちっとも",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"来年3月の完成( )、新しい体育館の建設工事が着々と進んでいる。
 1. を込めて 
 2. に際して 
 3. を通じて 
 4. に向けて",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(携帯電話の店で)
父: 「どれにしようかな。 通話ができれば十分なんだけど」
息子:「通話ができるだけ( )、これにしたら?」
 1. がいいと 
 2. でいいなら 
 3. でいいけど 
 4. がいいのに",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"課長に、次の会議までにこの資料を ( ) 言われた。
 1. 読んでおくように 
 2. 読んでおきなさい 
 3. 読んでくるか 
 4. 読んでこい",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"休みの日 ( )、昼過ぎまで寝ているのはよくないと思う。
 1. どころか 
 2. かというと 
 3. にしては 
 4. だからといって",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"先月から食堂でアルバイトを始めた。お客さんがおいしいと( )、うれしくなり、もっと頑張ろうと思える。
 1. 言ってあげるたびに 
 2. 言ってあげるように 
 3. 言ってくれるたびに 
 4. 言ってくれるように",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(映画館で)
夫 「席の番号、忘れちゃった。 何番 ( )?」

妻 「Jの14と15だよ」
 1. だったよね 
 2. だっけ 
 3. じゃなかったの 
 4. なんじゃないか",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"「倉庫の中を片付けなければ」と前からずっと思っているのだが、忙しくてなかなか( )。
 1. できずにいる 
 2. できるだろうか 
 3. できないこともない 
 4. できるのではないか",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(劇場内のアナウンスで)
スタッフ 「お客様にご案内( )。ただいま、一階ロビーにおいて、公演パンフレットを販売しております、 ぜひご利用ください」
 1. なさいます 
 2. うけたまわります 
 3. 申し上げます 
 4. おっしゃいます",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"昨日はかなり風が強くて、何度も帽子を( )。
 1. 飛ばされたところだ 
 2. 飛んでいったところだ 
 3. 飛ばされそうになった 
 4. 飛んでいきそうになった",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"昨日、最近評判のレストランに行った。サービスと雰囲気はとてもよかったが、味は( )。
 1. 期待していなかったせいでだ 
 2. 期待していたからではなかった 
 3. 期待していなかったはずだ 
 4. 期待していたほどではなかった",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"私の3人の兄さんはみんな料理が苦手で、 一番上の兄( )、卵もうまく割れない。
 1. にとって 
 2. にしては 
 3. に比べて 
 4. に至っては",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"来週の説明会に参加するしない( )、この書類は必ず読んでおいてください。
 1. とはいえ 
 2. としても 
 3. に限らず 
 4. にかかわらず",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"駅前に新しいラーメン屋がオープンしていた。(　)できたのだろう。
 1. いまにも 
 2. まさか 
 3. いつのまに 
 4. そのうち",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"この植物は、寒さに強い( )、暑さや湿気に弱い。
 1. 反面 
 2. 点で 
 3. ものを 
 4. からといって",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"A: 「今度北町に行くんだけど、 おいしいレストラン、知らない?」

B 「すし屋( )、1軒知ってるよ。」。
 1. でいいし 
 2. でよければ 
 3. がいいと 
 4. がよくても",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"懐中電灯を( )、電池が切れていて、つかなかった。
 1. 使おうとしたら 
 2. 使うようにしたら 
 3. 使おうとするなら 
 4. 使うようにするなら",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(マラソン大会のホームページで)

周辺住民の方の迷惑になりますので、 指定の駐車場以外には ( )お願いいたします。
 1. 駐車なさらないよう 
 2. 駐車していただくよう 
 3. 駐車なさらないため 
 4. 駐車していただくため",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"林選手がオリンピックに出場できるかどうかは、今度の大会の結果( )。
 1. のみだ 
 2. 次第だ 
 3. にほかならない 
 4. でも不思議ではない",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"最近、パソコンを使っていると、突然画面が真っ暗( )。故障しているのかもしれない。
 1. にすることがある 
 2. にしたところだ 
 3. になることがある 
 4. になったところだ",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"あのときの友人の言葉は、夢を諦めそうになっていた私にもう一度頑張ろうと( )。
 1. 思ってくれた 
 2. 思ってほしかった 
 3. 思わせてくれた 
 4. 思わせてほしかった",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(会社で)

社長: 「あ、さっきの会議室にペンを忘れたみたいだ。」

秘書: 「では、私が取って( )。」
 1. おります 
 2. まいります 
 3. くださいます 
 4. いらっしゃいます",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"(電話で)
店員: 「お電話ありがとうございます。さくら美容院です。」
田中: 「あ、今日の7時に予約している田中ですが、 ちょっと仕事が長引いて・・・。できたら、8時に変更して( )。」
店員「はい、大丈夫ですよ。」
 1. もらったらいかがですか 
 2. もらうのではないでしょうか 
 3. もらわなければなりません 
 4. もらえるとありがたいんですが",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"水泳教室に通い始めたころは、怖くて水に顔をつけること(　　)できなかったが、今は
泳ぐのが大好きだ。
 1. なら 
 2. ほど 
 3. さえ 
 4. ばかり",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"この作業はかなり大変なので、一日で終わらせるのは(　　)無理だろう。
 1. つい 
 2. まず 
 3. たとえ 
 4. 今に",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"母はいちごジャムを作るとき、いちご100グラム(　　)80グラムの砂糖を使う。
 1. に対して 
 2. に関して 
 3. によって 
 4. にあたって",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"この図書館には、借りている本を全部(　　)、ほかの本が借りられないという規則がある。
 1. 返したすえに 
 2. 返したとはいえ 
 3. 返してはじめて 
 4. 返してからでないと",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"タクシー会社を経営する青山氏は、インタビューで「お客様から感謝の言葉を(　　)、人の役に立つ喜びを感じます。」と語った。
 1. いただくよう 
 2. さしあげるよう 
 3. いただくたび 
 4. さしあげるたび",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"妻は息子にどうしてもピアノを習わせたいと言っているが、私は本人が(　　)無理にさせなくてもいいと思っている。
 1. やらされないのなら 
 2. やりたがらないのなら 
 3. やってほしくないのに 
 4. やってもはじまらないのに",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"この研究を始めたころは、そんなことを研究して意味が(　　)批判的な意見も多かったが、最近少しずつ認めてもらえるようになってきた。
 1. あるというような 
 2. あるのかというような 
 3. あるということの 
 4. あるのかということの",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"腕のけがはまだ完全に(　　)が、日常生活には困らなくなった。
 1. 治りようがない 
 2. 治らないでもない 
 3. 治ったにすぎない 
 4. 治ったわけではない",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"私は20年前に初めて富士山に登った。 山頂に立ったときの感動は今でも(　　)。
 1. 忘れがたい 
 2. 忘れかけている 
 3. 忘れないといい 
 4. 忘れるおそれがある",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"洗濯機に入れるときに気づいたからよかったが、 もう少しで大事な領収書をズボンのポケットに入れたまま(　　)。
 1. 洗濯したようだ 
 2. 洗濯するつもりだった 
 3. 洗濯したせいだ 
 4. 洗するところだった",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"毎晩私は、5歳の娘が寝る前にベッドで本を読んでやるのだが、 読んでいるうちに自分のほうが(　　)。
 1. 寝てしまうことがある 
 2. 寝ておくことがある 
 3. 寝てしまうことにする 
 4. 寝ておくことにする",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"社長として、社員全員が仕事に満足できる環境を整えたい。それは単なる理想(　　)。いや、私は理想ではなく必ず実現できると信じている。
 1. でしかないはずだ 
 2. でなくてはいけないはずだ 
 3. でしかないのだろうか 
 4. でなくてはいけないのろうか",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"電子メールが普及している今の時代であるから（　　）、手書きの手紙に温かい気持ちを感じる。
 1. こそ 
 2. さえ 
 3. すら 
 4. だけ",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"母:「また寝てるの？せっかくの休みなんだから、寝て（　　）いないで、外に出かけたら？」　　息子:「わかったよ。」
 1. しか 
 2. でも 
 3. ぐらい 
 4. ばかり",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"人は通勤に多くの時間を使っている。（　　）通勤に往復2時間かけるとすると、1年間で480時間も通勤に使っている計算になる。
 1. たとえ 
 2. かりに 
 3. ようやく 
 4. かえって",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"先月電子レンジを買ったが、いくらも（　　）壊れてしまった。
 1. 使っていると 
 2. 使っているうちに 
 3. 使わないと 
 4. 使わないうちに",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"彼は小説家になってから、1年に1冊のペースで長編小説を（　　）、来月出る小説で10冊目となる。
 1. 発表しつつ 
 2. 発表しており 
 3. 発表するにつれ 
 4. 発表したところで",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"駅前に新しくできたラーメン屋はいつも込んでいる。昨日も大雨（　　）行列ができていた。
 1. にしても 
 2. にしたって 
 3. にかぎらず 
 4. にもかかわらず",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"川村「青木くんは、今日お休み？」　山田「うん。アイスの食べ過ぎでおなかが痛くなったって連絡あったよ。」　川村「青木くん（　　）ね。」
 1. らしい 
 2. みたいだ 
 3. のようだ 
 4. のことだ",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"最近は夜遅くまで開いているスーパーが多くなってきた。スーパーに（　　）、24時間営業のところもある。
 1. よっては 
 2. とっても 
 3. ついても 
 4. おいては",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"先輩「受験する大学は決まった？」　後輩「いえ、僕は海外の大学に行きたいんですけど、両親は僕を自宅から通える大学に（　　）」
 1. 行かせてほしいんです 
 2. 行こうとしてほしいんです 
 3. 行かせたがっているんです 
 4. 行こうとしたがっているんです",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"最近は毎月決まった金額でかけ放題の国際電話サービスがある。私が留学していたときにもそんなサービスがあったら（　　）。
 1. どれだけよかった 
 2. どれだけよかったか 
 3. どうしてもよかった 
 4. どうしてもよかったか",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"（店で）
店員「こちらの車はいかがですか。中古車ですが、（　　）新車と変わらないくらいきれいですよ。」客「そうですね。きれいですね。」
 1. ご覧のように 
 2. ご覧いただくために 
 3. 拝見したとおり 
 4. 拝見したきり",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"（ホームページで）　　Q:ゲームをしていたら、急に画面が暗くなってしまいました。どうしたらいいですか。　　A:一度電源を切り、1分くらい経ってからまたつけてみてください。ただし、同じことが何度も（　　）故障です。修理を依頼してください。
 1. 繰り返させるようならば 
 2. 繰り返せるようになれば 
 3. 繰り返されるようならば 
 4. 繰り返させられるようになれば",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"大学のホームページで）
ABC大学の法学部には、六つのゼミがあります。ゼミでの活動（ 　　　）、物事を論理的に考える力を身につけること ができます。
 1. とは 
 2. にも 
 3. にとって 
 4. を通して",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"（会社で）
A「ねえ、昨日できたパンフレッ卜ってどこにある?」
B「えっと、どこだろう。」
C「ああ、（ 　　　）、あの棚の中にあるよ。」
 1. パンフレットなら 
 2. パンフレットでも 
 3. パンフレットについて 
 4. パンフレットのことで",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"（テレビ番組で）
司会「森もりさん、第五回X文学賞受賞おめでとうございます。今のお気持ちはいかがですか。」森もり「ありがとうございます。（ 　　　）受賞できるとは思わなかったので、すごくうれしいです。」
 1. たとえ 
 2. まさか 
 3. せめて 
 4. かりに",2,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"毎朝体操を（ 　　　）、硬かった体が柔らかくなった。
 1. 続けるうちに 
 2. 続けるからには 
 3. 続けるとすると 
 4. 続けるかというと",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"囲碁・将棋クラブに入って半年。初めは（ 　　　）が、最近少しずつ勝てるようになってきた。
 1. 負けてばかりだった 
 2. 負けたばかりだった 
 3. 負けるところだった 
 4. 負けているところだった",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"政府の発表によると、景気は回復しつつある（ 　　　）が、そうした実感はない。
 1. つもりだ 
 2. おかげだ 
 3. ということだ 
 4. というものだ",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"客「すみません、『山の中で』っていう本を探しているんですけど。」
店員「はい、新刊コーナーに（ 　　　）。ご案内します。」
 1. いたします 
 2. おります 
 3. ございます 
 4. なさいます",3,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"先生「田中さん、この問題をどうやって（ 　　　）、みんなの前で説明してください。」
田中「はい、わかりました。」
 1. 解いたか 
 2. 解いたのを 
 3. 解いたとは 
 4. 解いたことも",1,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
"先生「皆さん、海や川に落ちてしまったときは、無理に（ 　　　）、仰 向になって、浮かんで助けを待つことが 大切です。」
 1. 泳げなくなると 
 2. 泳ごうとしないので 
 3. 泳げなくなって 
 4. 泳ごうとしないで",4,,問題7次の文の（ ）に入れるのに最もよいものを、1. 2. 3. 4から一つ選びなさい。
